row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,169,20,10,7,0.9441340782122905,0.8941798941798942,0.9184782608695652,0.25925925925925924,0.4117647058823529,0.3181818181818182,0.8727046374105197,0.38008382333247137
Cal@0.5,0.5,169,20,10,7,0.9441340782122905,0.8941798941798942,0.9184782608695652,0.25925925925925924,0.4117647058823529,0.3181818181818182,0.8727046374105197,0.38008164951394174
Cal@topt_ens,0.47606738209724425,167,22,10,7,0.943502824858757,0.8835978835978836,0.912568306010929,0.2413793103448276,0.4117647058823529,0.30434782608695654,0.8727046374105197,0.38008164951394174
