Model,Type,Class,Metric,Threshold,CI_lower,CI_upper
Raw ensemble,Overall,NA,Accuracy,0.5,0.883495145631068,0.9563106796116505
Raw ensemble,Overall,NA,Balanced Accuracy,0.5,0.5209389673528646,0.7229972100438422
Raw ensemble,Overall,NA,F1-macro,0.5,0.5164859729518274,0.7756715159181952
Raw ensemble,Overall,NA,Precision,0.5,0.16666666666666666,1.0
Raw ensemble,Overall,NA,Recall (Sensitivity),0.5,0.04524410774410776,0.45454545454545453
Raw ensemble,Overall,NA,Specificity,0.5,0.9631578947368421,1.0
Raw ensemble,Overall,NA,ROC AUC,probability,0.7225979099025973,0.9040184208152958
Raw ensemble,Overall,NA,PR AUC,probability,0.19953653486473924,0.6345226935565272
Raw ensemble,Per-class,0,Precision,0.5,0.8994847977260038,0.9695431472081218
Raw ensemble,Per-class,0,Recall,0.5,0.9633507853403142,1.0
Raw ensemble,Per-class,0,F1,0.5,0.9374835526315789,0.9773328156663699
Raw ensemble,Per-class,1,Precision,0.5,0.09750000000000014,1.0
Raw ensemble,Per-class,1,Recall,0.5,0.05866873065015481,0.4375
Raw ensemble,Per-class,1,F1,0.5,0.0908102766798419,0.5625
Calibrated ensemble,Overall,NA,Accuracy,0.2704626590013504,0.7524271844660194,0.8592233009708737
Calibrated ensemble,Overall,NA,Balanced Accuracy,0.2704626590013504,0.5567188630506187,0.8039045075068384
Calibrated ensemble,Overall,NA,F1-macro,0.2704626590013504,0.5183638138076571,0.6919178030121156
Calibrated ensemble,Overall,NA,Precision,0.2704626590013504,0.10803698435277384,0.36369179600886914
Calibrated ensemble,Overall,NA,Recall (Sensitivity),0.2704626590013504,0.2857142857142857,0.7647058823529411
Calibrated ensemble,Overall,NA,Specificity,0.2704626590013504,0.7807486631016043,0.8877147253009888
Calibrated ensemble,Overall,NA,ROC AUC,probability,0.7042567734861348,0.893042508817146
Calibrated ensemble,Overall,NA,PR AUC,probability,0.20292730770145292,0.6196658236210001
Calibrated ensemble,Per-class,0,Precision,0.2704626590013504,0.9151515151515152,0.981710088691796
Calibrated ensemble,Per-class,0,Recall,0.2704626590013504,0.7819148936170213,0.8860395908064302
Calibrated ensemble,Per-class,0,F1,0.2704626590013504,0.8546511627906976,0.9234972677595629
Calibrated ensemble,Per-class,1,Precision,0.2704626590013504,0.10803698435277384,0.36117424242424234
Calibrated ensemble,Per-class,1,Recall,0.2704626590013504,0.3076086956521739,0.7647058823529411
Calibrated ensemble,Per-class,1,F1,0.2704626590013504,0.16,0.4762260127931769
