row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,114,14,27,51,0.8085106382978723,0.890625,0.8475836431226765,0.7846153846153846,0.6538461538461539,0.7132867132867133,0.866786858974359,0.8435075163321579
Cal@0.5,0.5,115,13,27,51,0.8098591549295775,0.8984375,0.8518518518518519,0.796875,0.6538461538461539,0.7183098591549296,0.8639823717948719,0.8426429992682085
Cal@topt_ens,0.49025045037269593,114,14,27,51,0.8085106382978723,0.890625,0.8475836431226765,0.7846153846153846,0.6538461538461539,0.7132867132867133,0.8639823717948719,0.8426429992682085
