epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,2.119535636,0.53343465,0.531463748,0.062783058,0.547186316,0.531242241,0.499184339,0.490384615,0.508305648,0.508305648,0.554621849,0.49187775,198,159,148,153,43.46594715,1.808017254,1.457549168,0.606060606,0.575151822,0.082655815,0.549342105,0.459125523,0.17721519,0.106060606,0.538461538,0.538461538,0.611842105,0.194259802,93,59,6,7,7.970357656,2.624701023
2,1.777422806,0.626139818,0.622648201,0.245150021,0.664257317,0.622569182,0.585858586,0.583892617,0.587837838,0.587837838,0.657458564,0.592385413,238,124,122,174,48.91513705,1.808017254,1.099940476,0.787878788,0.568319838,0.095442714,0.631831984,0.532047646,0.186046512,0.133333333,0.307692308,0.307692308,0.828947368,0.259944618,126,26,9,4,7.86717248,2.625860691
3,1.91828051,0.566869301,0.566958016,0.133932739,0.595045827,0.566860297,0.564885496,0.572755418,0.557228916,0.557228916,0.576687117,0.610849652,188,138,147,185,48.99617696,1.808017254,1.838887643,0.442424242,0.627024291,0.140462235,0.692813765,0.383528265,0.192982456,0.108910891,0.846153846,0.846153846,0.407894737,0.243614906,62,90,2,11,7.937017202,2.624701023
4,1.409713274,0.665653495,0.664649493,0.329714166,0.718729181,0.664758411,0.682080925,0.674285714,0.69005848,0.69005848,0.639240506,0.72724905,202,114,106,236,42.88839197,1.808017254,1.81196332,0.472727273,0.678643725,0.19600213,0.778340081,0.409477971,0.216216216,0.12244898,0.923076923,0.923076923,0.434210526,0.292014397,66,86,1,12,8.062049866,2.624701023
5,1.552247006,0.64893617,0.648283121,0.296249122,0.701750726,0.648050941,0.6304,0.623417722,0.637540453,0.637540453,0.659025788,0.672030433,230,119,112,197,43.00598478,1.808017254,0.980230704,0.812121212,0.581477733,0.120494806,0.700910931,0.549299498,0.205128205,0.153846154,0.307692308,0.307692308,0.855263158,0.275317669,130,22,9,4,7.876719475,2.624701023
6,1.166973253,0.740121581,0.739579571,0.47909038,0.818058064,0.739543475,0.751814224,0.752906977,0.750724638,0.750724638,0.728434505,0.833071796,228,85,86,259,48.8656404,1.808017254,0.686414815,0.866666667,0.646255061,0.246877289,0.854251012,0.619337248,0.3125,0.263157895,0.384615385,0.384615385,0.907894737,0.346167737,138,14,8,5,8.00236392,2.625860691
7,1.25670851,0.727963526,0.727965632,0.455929158,0.813132853,0.727962898,0.728376328,0.729483283,0.727272727,0.727272727,0.728658537,0.809642578,239,89,90,240,48.99732184,1.808017254,0.850794753,0.806060606,0.683704453,0.247456699,0.792004049,0.595835885,0.304347826,0.212121212,0.538461538,0.538461538,0.828947368,0.301921976,126,26,6,7,8.057655334,2.624701023
8,1.22088554,0.740121581,0.740269461,0.480518941,0.822193576,0.74012098,0.739726027,0.72972973,0.75,0.75,0.730538922,0.80292188,244,90,81,243,43.35423517,1.808017254,0.788253125,0.83030303,0.661690283,0.235497317,0.794787449,0.601724138,0.3,0.222222222,0.461538462,0.461538462,0.861842105,0.269512988,131,21,7,6,8.250010014,2.624701023
9,1.240298226,0.73556231,0.734853541,0.469550417,0.812968113,0.734768387,0.720257235,0.717948718,0.722580645,0.722580645,0.747126437,0.787755007,260,88,86,224,43.31243539,1.808017254,0.88208945,0.896969697,0.627530364,0.264606634,0.722672065,0.632131148,0.32,0.333333333,0.307692308,0.307692308,0.947368421,0.303156815,144,8,9,4,7.872612476,2.624701023
10,1.041223449,0.782674772,0.782735043,0.565430902,0.867572188,0.782670254,0.78366112,0.789634146,0.777777778,0.777777778,0.787692308,0.858892695,256,69,74,259,48.58342934,1.808017254,5.281344511,0.133333333,0.529605263,0.070243936,0.759615385,0.132823698,0.153846154,0.083333333,1,1,0.059210526,0.197897275,9,143,0,13,7.758520365,2.625860691
