epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
11,0.863838973,0.872340426,0.872330007,0.744687535,0.948586475,0.872335708,0.871559633,0.874233129,0.868902439,0.868902439,0.875757576,0.94166016,289,41,43,285,53.84571147,0.581681252,1.637192667,0.76969697,0.614947966,0.155109241,0.752128666,0.552142857,0.24,0.166666667,0.428571429,0.428571429,0.801324503,0.429715895,121,30,8,6,9.313643217,0.734093666
12,0.37936743,0.928571429,0.92868629,0.857233951,0.984058038,0.928563344,0.927803379,0.920731707,0.93498452,0.93498452,0.92238806,0.978484663,309,26,21,302,54.7796793,0.581681252,1.085915197,0.915151515,0.662015137,0.378418388,0.777199622,0.685457516,0.416666667,0.5,0.357142857,0.357142857,0.966887417,0.442109369,146,5,9,5,9.25173974,0.734093666
13,0.32370298,0.934650456,0.934728734,0.869252519,0.985962771,0.934606806,0.932917317,0.928571429,0.937304075,0.937304075,0.932153392,0.982891517,316,23,20,299,54.03229666,0.581681252,0.913183277,0.903030303,0.622989593,0.287266513,0.793046358,0.640522876,0.333333333,0.4,0.285714286,0.285714286,0.960264901,0.407739803,145,6,10,4,9.087150574,0.734093666
14,0.328832714,0.948328267,0.948337029,0.896674058,0.986298965,0.948328267,0.948328267,0.945454545,0.951219512,0.951219512,0.945454545,0.984595437,312,18,16,312,54.30514622,0.581681252,1.295014485,0.915151515,0.564806055,0.234830843,0.779091769,0.588675214,0.222222222,0.5,0.142857143,0.142857143,0.986754967,0.38891019,149,2,12,2,9.339490652,0.734093666
15,0.259353457,0.957446809,0.957440517,0.914881035,0.991545392,0.957440517,0.957957958,0.957957958,0.957957958,0.957957958,0.956923077,0.991622514,311,14,14,319,53.60429907,0.581681252,0.968688055,0.903030303,0.622989593,0.287266513,0.80037843,0.640522876,0.333333333,0.4,0.285714286,0.285714286,0.960264901,0.419665619,145,6,10,4,9.229499578,0.734093666
16,0.134050433,0.980243161,0.980247598,0.960490759,0.997657982,0.980243115,0.980273141,0.981762918,0.978787879,0.978787879,0.981707317,0.997631767,322,6,7,323,53.98448324,0.581681252,1.093916719,0.909090909,0.626300851,0.309959686,0.794701987,0.649483076,0.347826087,0.444444444,0.285714286,0.285714286,0.966887417,0.404425207,146,5,10,4,9.128646374,0.734093666
17,0.227916017,0.968085106,0.967955295,0.936157261,0.992775729,0.968058474,0.968980798,0.964705882,0.973293769,0.973293769,0.962616822,0.99268256,309,12,9,328,54.12658787,0.581681252,1.216138132,0.915151515,0.597209082,0.289411073,0.802743614,0.627419355,0.3,0.5,0.214285714,0.214285714,0.98013245,0.417545192,148,3,11,3,9.153850555,0.734093666
18,0.131228174,0.980243161,0.980120543,0.960494169,0.997240633,0.980226674,0.980797637,0.976470588,0.985163205,0.985163205,0.975077882,0.997109556,313,8,5,332,54.25865364,0.581681252,1.112592856,0.915151515,0.597209082,0.289411073,0.819772942,0.627419355,0.3,0.5,0.214285714,0.214285714,0.98013245,0.430219448,148,3,11,3,9.153196335,0.734093666
19,0.120290808,0.980243161,0.980566745,0.960533262,0.998059916,0.98020984,0.979397781,0.971698113,0.987220447,0.987220447,0.973913043,0.99781285,336,9,4,309,53.6934042,0.581681252,1.198029739,0.915151515,0.597209082,0.289411073,0.790444655,0.627419355,0.3,0.5,0.214285714,0.214285714,0.98013245,0.404899251,148,3,11,3,9.343146086,0.734093666
20,0.179247178,0.97112462,0.97112462,0.942288416,0.995616264,0.97112402,0.970992366,0.975460123,0.96656535,0.96656535,0.975683891,0.995464844,321,8,11,318,54.27981281,0.581681252,1.203865735,0.915151515,0.597209082,0.289411073,0.79422895,0.627419355,0.3,0.5,0.214285714,0.214285714,0.98013245,0.393545505,148,3,11,3,9.196115255,0.734093666
21,0.084349195,0.987841945,0.987760799,0.97568396,0.999408377,0.98783284,0.98816568,0.985250737,0.991097923,0.991097923,0.984423676,0.999444779,316,5,3,334,53.53558517,0.581681252,1.242072062,0.915151515,0.597209082,0.289411073,0.806054872,0.627419355,0.3,0.5,0.214285714,0.214285714,0.98013245,0.423069997,148,3,11,3,9.317575932,0.734093666
22,0.144243759,0.980243161,0.979939314,0.960523061,0.996554021,0.98020471,0.981077147,0.973988439,0.988269795,0.988269795,0.971608833,0.996492799,308,9,4,337,54.52365375,0.581681252,1.135869719,0.921212121,0.632923368,0.367541396,0.8140965,0.669440592,0.380952381,0.571428571,0.285714286,0.285714286,0.98013245,0.421690832,148,3,10,4,9.32695961,0.734093666
23,0.081786569,0.989361702,0.989346958,0.978725567,0.999408678,0.989360498,0.989473684,0.987987988,0.990963855,0.990963855,0.987730061,0.999412442,322,4,3,329,53.59302402,0.581681252,1.209093957,0.927272727,0.636234626,0.405598,0.819299905,0.680645161,0.4,0.666666667,0.285714286,0.285714286,0.986754967,0.429408001,149,2,10,4,9.440666199,0.734093666
24,0.114048862,0.983282675,0.983415739,0.96667515,0.998133173,0.983280783,0.983102919,0.975609756,0.990712074,0.990712074,0.976119403,0.998000319,327,8,3,320,53.89090014,0.581681252,1.144418243,0.921212121,0.632923368,0.367541396,0.814569536,0.669440592,0.380952381,0.571428571,0.285714286,0.285714286,0.98013245,0.436884494,148,3,10,4,9.214970112,0.734093666
25,0.108237799,0.980243161,0.980454545,0.960388057,0.998705937,0.980173511,0.981348637,0.985590778,0.977142857,0.977142857,0.983766234,0.998908995,303,5,8,342,53.99401069,0.581681252,0.978612474,0.915151515,0.62961211,0.33630494,0.824976348,0.659090909,0.363636364,0.5,0.285714286,0.285714286,0.973509934,0.435682293,147,4,10,4,9.457711697,0.734093666
26,0.114210556,0.983282675,0.983383714,0.966593205,0.998095714,0.983276147,0.982945736,0.978395062,0.987538941,0.987538941,0.979228487,0.997870969,330,7,4,317,54.01336694,0.581681252,1.273722295,0.927272727,0.636234626,0.405598,0.805108798,0.680645161,0.4,0.666666667,0.285714286,0.285714286,0.986754967,0.430359821,149,2,10,4,9.17644763,0.734093666
27,0.119114239,0.981762918,0.981780722,0.96354364,0.997953565,0.981762749,0.981707317,0.978723404,0.98470948,0.98470948,0.978851964,0.997821414,324,7,5,322,54.25517368,0.581681252,1.182108917,0.921212121,0.632923368,0.367541396,0.80037843,0.669440592,0.380952381,0.571428571,0.285714286,0.285714286,0.98013245,0.415313549,148,3,10,4,9.181684732,0.734093666
