epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,1.437977723,0.531914894,0.531799704,0.063783529,0.539343126,0.531182915,0.549707602,0.531073446,0.56969697,0.56969697,0.493902439,0.53220591,162,166,142,188,33.13726306,0.13728857,1.332520754,0.654545455,0.778855251,0.315065719,0.890491958,0.541241891,0.313253012,0.188405797,0.928571429,0.928571429,0.629139073,0.560795714,95,56,1,13,7.12285924,0.162397861
2,1.328408937,0.606382979,0.606229847,0.212739963,0.642174118,0.606054512,0.617429838,0.604046243,0.63141994,0.63141994,0.581039755,0.648770844,190,137,122,209,33.13489652,0.13728857,1.359664383,0.557575758,0.725875118,0.251881589,0.890964995,0.473304473,0.262626263,0.152941176,0.928571429,0.928571429,0.523178808,0.601644022,79,72,1,13,6.904272318,0.162397861
3,1.281721206,0.638297872,0.636711547,0.273742893,0.685346146,0.636818182,0.66,0.654390935,0.665706052,0.665706052,0.607717042,0.714656065,189,122,116,231,33.13316154,0.13728857,1.199829151,0.76969697,0.776963103,0.344232608,0.894276254,0.612962963,0.366666667,0.239130435,0.785714286,0.785714286,0.768211921,0.577810636,116,35,3,11,6.999800682,0.162397861
4,1.229224608,0.689969605,0.690142927,0.380849257,0.739040254,0.689786184,0.697329377,0.677233429,0.718654434,0.718654434,0.66163142,0.732302001,219,112,92,235,33.13370395,0.13728857,0.966966082,0.884848485,0.807473983,0.477921797,0.889309366,0.723764208,0.512820513,0.4,0.714285714,0.714285714,0.900662252,0.558581572,136,15,4,10,6.845949173,0.162397861
5,1.14346921,0.711246201,0.706533776,0.416020376,0.789264543,0.707341967,0.673539519,0.697508897,0.651162791,0.651162791,0.761904762,0.756686002,272,85,105,196,32.79735184,0.13728857,0.898787139,0.890909091,0.810785241,0.49127843,0.895458846,0.732335977,0.526315789,0.416666667,0.714285714,0.714285714,0.907284768,0.591748705,137,14,4,10,7.163089752,0.162397861
6,1.068335693,0.758358663,0.756717744,0.515796222,0.839935413,0.757119476,0.739770867,0.766101695,0.715189873,0.715189873,0.798245614,0.819210954,273,69,90,226,32.75703192,0.13728857,0.891038924,0.890909091,0.810785241,0.49127843,0.882923368,0.732335977,0.526315789,0.416666667,0.714285714,0.714285714,0.907284768,0.504508191,137,14,4,10,6.992120266,0.162397861
7,1.034498625,0.772036474,0.771605794,0.543694296,0.857252466,0.771732796,0.780058651,0.771014493,0.789317507,0.789317507,0.753894081,0.843219245,242,79,71,266,33.66420341,0.13728857,1.067060277,0.751515152,0.734626301,0.289713844,0.873935667,0.587726248,0.327868852,0.212765957,0.714285714,0.714285714,0.754966887,0.450292304,114,37,4,10,6.911552906,0.162397861
8,1.014805621,0.784194529,0.783866944,0.568743782,0.861811042,0.783907046,0.791788856,0.773638968,0.810810811,0.810810811,0.756923077,0.840136746,246,79,63,270,32.80871105,0.13728857,0.833598677,0.890909091,0.810785241,0.49127843,0.885761589,0.732335977,0.526315789,0.416666667,0.714285714,0.714285714,0.907284768,0.483918475,137,14,4,10,6.912651062,0.162397861
9,0.938657758,0.819148936,0.818075432,0.637879245,0.896782519,0.818511368,0.807754443,0.82781457,0.788643533,0.788643533,0.847507331,0.873879958,289,52,67,250,32.51195621,0.13728857,0.854770615,0.842424242,0.784295175,0.400729363,0.873935667,0.671616656,0.434782609,0.3125,0.714285714,0.714285714,0.854304636,0.457970581,129,22,4,10,7.079280138,0.162397861
10,0.849130646,0.848024316,0.848078344,0.696542906,0.924094605,0.847989207,0.850299401,0.835294118,0.865853659,0.865853659,0.83030303,0.912751516,274,56,44,284,32.65794444,0.13728857,0.778806216,0.872727273,0.800851466,0.453224308,0.866130558,0.707570259,0.487804878,0.37037037,0.714285714,0.714285714,0.887417219,0.432962283,134,17,4,10,7.014815092,0.162397861
