row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,111,17,27,51,0.8043478260869565,0.8671875,0.8345864661654135,0.75,0.6538461538461539,0.6986301369863014,0.8649839743589743,0.8367042171231327
Cal@0.5,0.5,100,28,25,53,0.8,0.78125,0.7905138339920948,0.654320987654321,0.6794871794871795,0.6666666666666666,0.8053886217948718,0.7561825723983868
Cal@topt_ens,0.5157282590866089,107,21,29,49,0.7867647058823529,0.8359375,0.8106060606060606,0.7,0.6282051282051282,0.6621621621621622,0.8053886217948718,0.7561825723983868
