epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.134791294,0.52887538,0.523789653,0.048194599,0.531532534,0.522505314,136,173,137,212,0.607449857,0.44012945,0.128925537,0.424242424,0.534313725,0.165421009,0.8356676,0.349288057,7,95,0,63,1,0.068627451
2,0.133726781,0.519756839,0.518710692,0.037476884,0.54009434,0.518618327,187,153,163,155,0.487421384,0.55,0.115715108,0.696969697,0.603174603,0.372117156,0.859165889,0.572627435,102,0,50,13,0.206349206,1
3,0.126046941,0.62006079,0.616909621,0.23658119,0.633236152,0.616199418,237,106,144,171,0.542857143,0.690962099,0.111189634,0.8,0.774509804,0.568459916,0.834733894,0.78150957,90,12,21,42,0.666666667,0.882352941
4,0.116072864,0.661094225,0.658991472,0.318780301,0.722038376,0.659204344,242,106,117,193,0.622580645,0.695402299,0.107869979,0.76969697,0.765172736,0.522358978,0.835978836,0.76010101,80,22,16,47,0.746031746,0.784313725
5,0.113655988,0.685410334,0.685591779,0.371202425,0.747823797,0.685409608,226,98,109,225,0.673652695,0.697530864,0.102212063,0.739393939,0.664799253,0.454192981,0.871926548,0.664396197,100,2,41,22,0.349206349,0.980392157
6,0.112727352,0.703647416,0.703964697,0.408014244,0.75549189,0.703641256,233,90,105,230,0.686567164,0.721362229,0.102879011,0.781818182,0.787114846,0.560278709,0.873638344,0.775815217,78,24,12,51,0.80952381,0.764705882
7,0.11278788,0.683890578,0.683747412,0.367494824,0.745762164,0.683747412,232,104,104,218,0.677018634,0.69047619,0.102775817,0.745454545,0.754668534,0.495350805,0.86118892,0.740410548,73,29,13,50,0.793650794,0.715686275
8,0.104651243,0.738601824,0.738524651,0.477137479,0.808513194,0.738541436,248,84,88,238,0.73006135,0.746987952,0.093083148,0.812121212,0.799486461,0.600845888,0.887021475,0.800390244,87,15,16,47,0.746031746,0.852941176
9,0.104870345,0.73100304,0.73100304,0.462778441,0.804436397,0.730778566,250,79,98,231,0.70212766,0.759878419,0.09408721,0.781818182,0.778011204,0.547649246,0.88453159,0.772727273,81,21,15,48,0.761904762,0.794117647
10,0.100054686,0.750759878,0.749972253,0.500685989,0.830628006,0.750169005,231,87,77,263,0.773529412,0.726415094,0.094095397,0.781818182,0.781045752,0.551549227,0.885620915,0.773834907,80,22,14,49,0.777777778,0.784313725
11,0.103212094,0.747720365,0.747720365,0.495440729,0.813171534,0.747720365,246,83,83,246,0.747720365,0.747720365,0.090706247,0.818181818,0.804388422,0.612698615,0.888888889,0.806216724,88,14,16,47,0.746031746,0.862745098
12,0.099351187,0.762917933,0.762547191,0.525094382,0.833125139,0.762547191,238,78,78,264,0.771929825,0.753164557,0.090357106,0.824242424,0.81232493,0.626603116,0.887955182,0.813268293,88,14,15,48,0.761904762,0.862745098
13,0.104926007,0.720364742,0.720737796,0.441361349,0.798409763,0.720354407,235,85,99,239,0.707100592,0.734375,0.092136562,0.775757576,0.779178338,0.545438159,0.891845627,0.769108581,78,24,13,50,0.793650794,0.764705882
14,0.095668084,0.76899696,0.768753754,0.537775954,0.851762858,0.768823964,262,73,79,244,0.755417957,0.782089552,0.095222582,0.775757576,0.785247432,0.555156172,0.886399004,0.770910728,76,26,11,52,0.825396825,0.745098039
15,0.093652032,0.79787234,0.797900481,0.595566901,0.862698853,0.797737332,254,64,69,271,0.797058824,0.798742138,0.088712002,0.818181818,0.810457516,0.617370476,0.894646748,0.808555074,86,16,14,49,0.777777778,0.843137255
16,0.094365114,0.784194529,0.78422949,0.568585066,0.857751293,0.784176584,261,67,75,255,0.772727273,0.795731707,0.087447,0.824242424,0.809290383,0.62473595,0.895424837,0.812065512,89,13,16,47,0.746031746,0.87254902
17,0.095231279,0.779635258,0.779467909,0.558979742,0.854821265,0.779488068,248,73,72,265,0.786350148,0.77258567,0.08758722,0.818181818,0.807422969,0.614845938,0.894802365,0.807422969,87,15,15,48,0.761904762,0.852941176
18,0.088336613,0.810030395,0.808491205,0.618247821,0.885924648,0.808971045,242,67,58,291,0.833810888,0.783171521,0.088296406,0.793939394,0.79388422,0.576744582,0.897759104,0.786399634,81,21,13,50,0.793650794,0.794117647
19,0.095619737,0.765957447,0.765403304,0.530954055,0.845906798,0.76546993,267,76,78,237,0.752380952,0.778425656,0.087087743,0.806060606,0.800653595,0.594862125,0.896669779,0.796923077,84,18,14,49,0.777777778,0.823529412
20,0.090076192,0.814589666,0.814553926,0.629026449,0.878037845,0.814505694,261,60,62,275,0.816023739,0.813084112,0.086495533,0.83030303,0.814192344,0.636967121,0.896981015,0.817938209,90,12,16,47,0.746031746,0.882352941
21,0.09267293,0.794832827,0.794636175,0.589689325,0.867683068,0.794695788,270,63,72,253,0.778461538,0.810810811,0.086212766,0.818181818,0.810457516,0.617370476,0.898225957,0.808555074,86,16,14,49,0.777777778,0.843137255
22,0.094196579,0.785714286,0.785180769,0.571146117,0.856517559,0.785352875,245,76,65,272,0.807121662,0.763239875,0.08607099,0.812121212,0.802521008,0.603260961,0.899004046,0.801598076,86,16,15,48,0.761904762,0.843137255
23,0.094621631,0.773556231,0.773485542,0.546842152,0.85278479,0.773404981,246,73,76,263,0.775811209,0.771159875,0.087353101,0.793939394,0.796918768,0.580874968,0.899159664,0.787371134,80,22,12,51,0.80952381,0.784313725
24,0.092607478,0.791793313,0.791759054,0.583687997,0.864874353,0.791754354,265,65,72,256,0.780487805,0.803030303,0.088171229,0.781818182,0.787114846,0.560278709,0.899626517,0.775815217,78,24,12,51,0.80952381,0.764705882
25,0.090314796,0.803951368,0.802764554,0.605925664,0.879970675,0.80294599,288,63,66,241,0.785016287,0.820512821,0.085786989,0.812121212,0.805555556,0.606039562,0.899315282,0.802730533,85,17,14,49,0.777777778,0.833333333
26,0.088174967,0.811550152,0.811337491,0.623193447,0.887696928,0.811409024,276,57,67,258,0.793846154,0.828828829,0.086883662,0.806060606,0.806722689,0.601939937,0.899315282,0.798964362,82,20,12,51,0.80952381,0.803921569
27,0.090049524,0.803951368,0.804095784,0.607975195,0.875998521,0.803896563,259,61,68,270,0.798816568,0.809375,0.087280569,0.8,0.801820728,0.591346045,0.898225957,0.793162393,81,21,12,51,0.80952381,0.794117647
28,0.087613294,0.802431611,0.802166819,0.604557223,0.888589996,0.802248916,274,63,67,254,0.791277259,0.81305638,0.086216289,0.8,0.795751634,0.583831046,0.899004046,0.791131229,83,19,14,49,0.777777778,0.81372549
29,0.090055148,0.813069909,0.812765073,0.626529569,0.879288519,0.812841236,279,54,69,256,0.787692308,0.837837838,0.086253024,0.806060606,0.803688142,0.59822978,0.899004046,0.797979798,83,19,13,50,0.793650794,0.81372549
30,0.087750703,0.816109422,0.815840622,0.631602331,0.886774029,0.815799276,282,61,60,255,0.80952381,0.822157434,0.085818183,0.806060606,0.800653595,0.594862125,0.898537193,0.796923077,84,18,14,49,0.777777778,0.823529412
31,0.085058746,0.823708207,0.824935257,0.650375997,0.904601369,0.823693547,274,44,72,268,0.788235294,0.86163522,0.086575792,0.793939394,0.79388422,0.576744582,0.898537193,0.786399634,81,21,13,50,0.793650794,0.794117647
32,0.091013505,0.819148936,0.819148936,0.638324411,0.871873874,0.819145177,271,58,61,268,0.814589666,0.823708207,0.086606315,0.8,0.801820728,0.591346045,0.898848428,0.793162393,81,21,12,51,0.80952381,0.794117647
33,0.087005215,0.802431611,0.802448263,0.604918881,0.890895233,0.802429786,265,63,67,263,0.796969697,0.807926829,0.086401416,0.8,0.798786181,0.587421775,0.898381575,0.792183504,82,20,13,50,0.793650794,0.803921569
34,0.089452785,0.785714286,0.785469896,0.570995235,0.878316272,0.7854958,248,71,70,269,0.793510324,0.777429467,0.086036407,0.806060606,0.803688142,0.59822978,0.899004046,0.797979798,83,19,13,50,0.793650794,0.81372549
35,0.091287752,0.770516717,0.770856245,0.541825168,0.869493092,0.770511947,255,68,83,252,0.752238806,0.789473684,0.085984652,0.806060606,0.803688142,0.59822978,0.899470899,0.797979798,83,19,13,50,0.793650794,0.81372549
36,0.091005779,0.794832827,0.794865028,0.589252778,0.869968051,0.794536232,249,64,71,274,0.794202899,0.795527157,0.086365945,0.806060606,0.806722689,0.601939937,0.899470899,0.798964362,82,20,12,51,0.80952381,0.803921569
37,0.089192255,0.820668693,0.820569737,0.64102091,0.881982982,0.820502862,280,60,58,260,0.817610063,0.823529412,0.085897661,0.806060606,0.803688142,0.59822978,0.899315282,0.797979798,83,19,13,50,0.793650794,0.81372549
38,0.08787977,0.806990881,0.806943867,0.613913261,0.884236544,0.806954766,270,63,64,261,0.803076923,0.810810811,0.085988246,0.8,0.798786181,0.587421775,0.899315282,0.792183504,82,20,13,50,0.793650794,0.803921569
39,0.089725393,0.805471125,0.805575074,0.610946834,0.879974112,0.805406405,271,67,61,259,0.809375,0.801775148,0.085640572,0.8,0.795751634,0.583831046,0.899315282,0.791131229,83,19,14,49,0.777777778,0.81372549
40,0.088518271,0.811550152,0.811594605,0.623419636,0.885287324,0.811522292,271,57,67,263,0.796969697,0.826219512,0.085703367,0.8,0.795751634,0.583831046,0.899626517,0.791131229,83,19,14,49,0.777777778,0.81372549
