epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
12,0.06748419543473463,0.8723404255319149,0.8718524888802581,0.7444764204351071,0.9343264811681046,0.8721088435374149,301,38,46,273,0.8557993730407524,0.887905604719764,0.08692199210580213,0.806060606060606,0.8036881419234361,0.5982297803913582,0.8747276688453158,0.797979797979798,83,19,13,50,0.7936507936507936,0.8137254901960784
13,0.0653019657494404,0.8738601823708206,0.8731287979842892,0.7469325147969222,0.9418398918037646,0.8734154917335546,268,44,39,307,0.8872832369942196,0.8589743589743589,0.08555364357980799,0.806060606060606,0.8036881419234361,0.5982297803913582,0.8759726112667289,0.797979797979798,83,19,13,50,0.7936507936507936,0.8137254901960784
14,0.06012861737783285,0.898176291793313,0.8979752218934911,0.7961823538948217,0.9533792529585798,0.898072472446552,306,32,35,285,0.890625,0.9053254437869822,0.08469429035412979,0.8181818181818182,0.8165266106442577,0.6235200478175877,0.875505757858699,0.8106060606060606,84,18,12,51,0.8095238095238095,0.8235294117647058
15,0.057310357132196246,0.8951367781155015,0.8950860450707872,0.79010268403442,0.9596961374501808,0.8950492715029715,304,35,34,285,0.8934169278996865,0.8967551622418879,0.09055668411843748,0.8,0.8048552754435108,0.5956038755689188,0.8714596949891067,0.7940698158163457,80,22,11,52,0.8253968253968254,0.7843137254901961
16,0.05920108953932453,0.8905775075987842,0.8904943530350696,0.7804095362278294,0.9514323895431387,0.8901716415834423,273,34,38,313,0.8917378917378918,0.8892508143322475,0.086645825126444,0.8121212121212121,0.8085901027077498,0.6091749352029212,0.8731714908185497,0.8037899420767962,84,18,13,50,0.7936507936507936,0.8235294117647058
17,0.05688757726803739,0.89209726443769,0.8920030309750868,0.7841473742488811,0.9587722702742664,0.892055130026918,287,37,34,300,0.8982035928143712,0.8858024691358025,0.09519939894888954,0.7696969696969697,0.7864145658263305,0.556608051778757,0.8723934018051666,0.7666021441334128,73,29,9,54,0.8571428571428571,0.7156862745098039
18,0.05233968421816826,0.9027355623100304,0.9027170041721787,0.8052701357061721,0.9656558461381908,0.9026267110617832,308,33,31,286,0.9022082018927445,0.9032258064516129,0.08638924794237926,0.8181818181818182,0.8104575163398693,0.6173704760317879,0.880485527544351,0.8085550742574257,86,16,14,49,0.7777777777777778,0.8431372549019608
19,0.0488376841260443,0.9103343465045592,0.9103395703395704,0.820652601176616,0.9708616308616308,0.910324197590751,303,30,29,296,0.9107692307692308,0.9099099099099099,0.0860495672852968,0.8121212121212121,0.8085901027077498,0.6091749352029212,0.8787737317149081,0.8037899420767962,84,18,13,50,0.7936507936507936,0.8235294117647058
20,0.05175155071020806,0.9103343465045592,0.9101319875776397,0.8206243365169927,0.966041851523218,0.9102595220097873,309,27,32,290,0.9006211180124224,0.9196428571428571,0.08957854455269604,0.7878787878787878,0.7920168067226891,0.5705210171031526,0.8720821661998133,0.7815891985930941,79,23,12,51,0.8095238095238095,0.7745098039215687
21,0.05196606345038782,0.9012158054711246,0.9014613392526822,0.8025330858057883,0.9644607843137256,0.9011644432325259,304,36,29,289,0.9088050314465409,0.8941176470588236,0.08770245170018759,0.8121212121212121,0.8085901027077498,0.6091749352029212,0.8737939620292561,0.8037899420767962,84,18,13,50,0.7936507936507936,0.8235294117647058
22,0.05048831536697852,0.9164133738601824,0.9164725672877847,0.8328181339513556,0.9693600266193435,0.91639000746229,296,26,29,307,0.9136904761904762,0.9192546583850931,0.08946259158203401,0.8121212121212121,0.8025210084033614,0.6032609612238445,0.868036103330221,0.8015980761025561,86,16,15,48,0.7619047619047619,0.8431372549019608
23,0.04646571984763702,0.9240121580547113,0.9238253792082871,0.8478389788604209,0.9777931927487977,0.9239109318482475,292,26,24,316,0.9294117647058824,0.9182389937106918,0.09226511222175715,0.8181818181818182,0.8043884220354809,0.6126986146317185,0.865546218487395,0.8062167240839335,88,14,16,47,0.746031746031746,0.8627450980392157
24,0.04133929647816668,0.9437689969604863,0.9435824322322619,0.8872921976000353,0.9869972966967857,0.9436439098802555,295,19,18,326,0.9476744186046512,0.9394904458598726,0.0932890784040273,0.7818181818181819,0.7931839402427638,0.5702663717223027,0.8706816059757236,0.7774947557686545,76,26,10,53,0.8412698412698413,0.7450980392156863
25,0.04632685692290178,0.9285714285714286,0.9289233985366583,0.8561983451610315,0.9770139614752873,0.927992493300084,335,27,20,276,0.9324324324324325,0.925414364640884,0.09179790094158197,0.793939393939394,0.8029878618113913,0.5901180354118042,0.8706816059757236,0.7890977443609022,78,24,10,53,0.8412698412698413,0.7647058823529411
26,0.05001717535524111,0.9133738601823708,0.9133805159287457,0.8267419355553923,0.9684381698573435,0.9133688579684436,298,28,29,303,0.9126506024096386,0.9141104294478528,0.0931050089603088,0.7818181818181819,0.7901493930905695,0.565113033911304,0.8722377840024899,0.7766917293233082,77,25,11,52,0.8253968253968254,0.7549019607843137
27,0.045065768960421755,0.9179331306990881,0.9170990742123339,0.8341981484246678,0.9780965357622816,0.9170990742123339,269,27,27,335,0.925414364640884,0.9087837837837838,0.09092236820787909,0.806060606060606,0.8067226890756303,0.601939936575794,0.8728602552131963,0.7989643618641487,82,20,12,51,0.8095238095238095,0.803921568627451
28,0.04370006268679824,0.925531914893617,0.925531914893617,0.8511621302560177,0.9806404227603219,0.9255276147448024,302,27,22,307,0.9331306990881459,0.9179331306990881,0.09221872498831117,0.8,0.8048552754435108,0.5956038755689188,0.8653906006847183,0.7940698158163457,80,22,11,52,0.8253968253968254,0.7843137254901961
29,0.05047063443719163,0.9179331306990881,0.917960088691796,0.8360128668751874,0.9686529933481153,0.9179300978408493,300,30,24,304,0.926829268292683,0.9090909090909091,0.0911736165072365,0.8121212121212121,0.8025210084033614,0.6032609612238445,0.8706816059757236,0.8015980761025561,86,16,15,48,0.7619047619047619,0.8431372549019608
30,0.04986807819325647,0.9209726443768997,0.921071841071841,0.8420969975335157,0.969055209055209,0.9209719142645972,304,29,23,302,0.9292307692307692,0.9129129129129129,0.09170174479753856,0.793939393939394,0.7999533146591971,0.5853318218181457,0.8719265483971367,0.7882699275362319,79,23,11,52,0.8253968253968254,0.7745098039215687
31,0.040855856406386365,0.9270516717325228,0.9265194449872973,0.8530388899745945,0.9859013372790977,0.9265194449872973,333,24,24,277,0.920265780730897,0.9327731092436975,0.0898436536137239,0.806060606060606,0.8006535947712419,0.5948621246675739,0.8706816059757236,0.7969230769230768,84,18,14,49,0.7777777777777778,0.8235294117647058
32,0.043482471551848034,0.9376899696048632,0.9376415137932628,0.8753356115926113,0.9818169215840304,0.9376656384662485,302,21,20,315,0.9402985074626866,0.934984520123839,0.0931038810164634,0.806060606060606,0.7945845004668535,0.5891690009337068,0.8702147525676937,0.7945845004668535,86,16,16,47,0.746031746031746,0.8431372549019608
33,0.0423445062284389,0.9376899696048632,0.9378633150039277,0.8755850330464852,0.9830645533940207,0.9376863715211612,311,24,17,306,0.9473684210526315,0.9283582089552239,0.09022574126159391,0.8181818181818182,0.8165266106442577,0.6235200478175877,0.8694366635543106,0.8106060606060606,84,18,12,51,0.8095238095238095,0.8235294117647058
34,0.039998719202620645,0.9361702127659575,0.9361702127659575,0.872485528085819,0.9848255282194363,0.9361649050188484,305,24,18,311,0.9452887537993921,0.9270516717325228,0.09024458250636797,0.8121212121212121,0.8146591970121382,0.6164999757071524,0.872549019607843,0.8056980056980056,82,20,11,52,0.8253968253968254,0.803921568627451
