epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.134856521,0.529590288,0.532785598,0.065930252,0.543601751,0.529112115,164,183,127,185,0.592948718,0.472622478,0.123007586,0.664634146,0.556451613,0.270834157,0.759645794,0.495271669,102,0,55,7,0.112903226,1
2,0.127622464,0.559939302,0.556358248,0.113025732,0.600879874,0.556383473,155,150,140,214,0.604519774,0.508196721,0.123140744,0.68902439,0.718374447,0.427422219,0.808665402,0.688085027,61,41,10,52,0.838709677,0.598039216
3,0.121496905,0.617602428,0.617603441,0.235200383,0.67154858,0.617594503,202,125,127,205,0.61746988,0.617737003,0.117340777,0.713414634,0.728494624,0.443221028,0.821790006,0.709515734,68,34,13,49,0.790322581,0.666666667
4,0.117791501,0.655538695,0.654177505,0.309211838,0.708842954,0.65426492,196,121,106,236,0.69005848,0.61829653,0.11364614,0.719512195,0.73655914,0.458966536,0.836021505,0.716092127,68,34,12,50,0.806451613,0.666666667
5,0.113900566,0.681335357,0.680548132,0.362088651,0.747557919,0.680534267,241,96,114,208,0.645962733,0.715133531,0.105901964,0.737804878,0.694339026,0.422382786,0.823371284,0.701780353,89,13,30,32,0.516129032,0.87254902
6,0.106162538,0.734446131,0.734151782,0.468433104,0.804434183,0.734201313,232,89,86,252,0.74556213,0.722741433,0.110217132,0.707317073,0.704617331,0.399860201,0.807874763,0.697184182,73,29,19,43,0.693548387,0.715686275
7,0.107955706,0.720789074,0.718756357,0.43854796,0.787295423,0.719106746,263,87,97,212,0.686084142,0.751428571,0.102833639,0.737804878,0.716476913,0.437438353,0.819101834,0.718449315,82,20,23,39,0.629032258,0.803921569
8,0.104691189,0.745068285,0.745232963,0.490601523,0.804643601,0.745053609,248,78,90,243,0.72972973,0.760736196,0.101461502,0.737804878,0.691176471,0.421534819,0.820999367,0.698825539,90,12,31,31,0.5,0.882352941
9,0.097691885,0.766312595,0.76435842,0.530720679,0.850966157,0.764904559,278,69,85,227,0.727564103,0.801152738,0.098025259,0.768292683,0.747311828,0.501653544,0.839184061,0.750320513,85,17,21,41,0.661290323,0.833333333
10,0.103117477,0.737481032,0.736868547,0.474288303,0.812988569,0.737006254,229,91,82,257,0.758112094,0.715625,0.10795272,0.707317073,0.714104997,0.415772923,0.813409235,0.700911854,70,32,16,46,0.741935484,0.68627451
11,0.095901376,0.769347496,0.767157544,0.535446986,0.850852089,0.767608901,282,72,80,225,0.737704918,0.796610169,0.107303208,0.737804878,0.760752688,0.506698632,0.835072739,0.735592966,68,34,9,53,0.85483871,0.666666667
12,0.090530073,0.820940819,0.819555875,0.64204931,0.875606337,0.820101977,293,48,70,248,0.779874214,0.859237537,0.096480215,0.737804878,0.700664137,0.425156406,0.835388994,0.707227965,87,15,28,34,0.548387097,0.852941176
13,0.094490459,0.773899848,0.773542312,0.547584362,0.851448474,0.773647582,266,70,79,244,0.755417957,0.791666667,0.100628698,0.731707317,0.664136622,0.411735574,0.831910183,0.667649226,96,6,38,24,0.387096774,0.941176471
14,0.08899357,0.796661608,0.797193031,0.594254604,0.879327987,0.796657394,261,59,75,264,0.778761062,0.815625,0.097595116,0.762195122,0.761385199,0.511606755,0.847564832,0.753383459,78,24,15,47,0.758064516,0.764705882
15,0.086431952,0.805766313,0.805570907,0.612089742,0.886960687,0.805568873,276,56,72,255,0.779816514,0.831325301,0.10157007,0.731707317,0.73371284,0.455482174,0.840923466,0.723651961,74,28,16,46,0.741935484,0.725490196
16,0.087633949,0.82245827,0.822294768,0.644524158,0.883624744,0.822260182,282,59,58,260,0.817610063,0.826979472,0.094883097,0.743902439,0.718216319,0.446279831,0.841555977,0.722033898,84,18,24,38,0.612903226,0.823529412
