epoch,train_loss,val_dice,best_dice_so_far,best_epoch_so_far,epochs_no_improve,epoch_time_sec
1,1.2000523388385773,0.08446221053600311,0.08446221053600311,1,0,35.858277320861816
2,0.919601495563984,0.1899443119764328,0.1899443119764328,2,0,11.074288368225098
3,0.747479547560215,0.30599290132522583,0.30599290132522583,3,0,11.097344398498535
4,0.6522501334547997,0.3763630986213684,0.3763630986213684,4,0,11.499282598495483
5,0.6119694918394089,0.3458346724510193,0.3763630986213684,4,1,10.919068574905396
6,0.5900606319308281,0.48906150460243225,0.48906150460243225,6,0,10.986827850341797
7,0.5689381211996078,0.5909978747367859,0.5909978747367859,7,0,10.986998319625854
8,0.5522472709417343,0.6612564921379089,0.6612564921379089,8,0,10.999624967575073
9,0.5330909498035907,0.6645669937133789,0.6645669937133789,9,0,11.024879693984985
10,0.5208737842738629,0.6728569269180298,0.6728569269180298,10,0,11.074233770370483
11,0.5094184763729572,0.5700100064277649,0.6728569269180298,10,1,10.874021530151367
12,0.4917411535978317,0.6844383478164673,0.6844383478164673,12,0,11.10106110572815
13,0.48058272451162337,0.753607451915741,0.753607451915741,13,0,11.091999769210815
14,0.46717871353030205,0.6953259706497192,0.753607451915741,13,1,10.789143562316895
15,0.4528609082102776,0.6576078534126282,0.753607451915741,13,2,10.845989465713501
16,0.44190188124775887,0.7444101572036743,0.753607451915741,13,3,10.847276210784912
17,0.43163676038384435,0.7287198901176453,0.753607451915741,13,4,10.78684377670288
18,0.42220121175050734,0.7583494782447815,0.7583494782447815,18,0,11.133170127868652
19,0.40937507525086403,0.7312968373298645,0.7583494782447815,18,1,10.890206575393677
20,0.3938973993062973,0.7509418725967407,0.7583494782447815,18,2,10.81225323677063
21,0.3817929677665234,0.7611045837402344,0.7611045837402344,21,0,11.060481548309326
22,0.37000491097569466,0.7511080503463745,0.7611045837402344,21,1,10.838587522506714
23,0.3565261475741863,0.7488688826560974,0.7611045837402344,21,2,10.96360445022583
24,0.34367752224206927,0.7625735998153687,0.7625735998153687,24,0,11.103147745132446
25,0.3318150393664837,0.7509163618087769,0.7625735998153687,24,1,11.220688581466675
26,0.3208945646882057,0.7802388668060303,0.7802388668060303,26,0,11.4503915309906
27,0.30730379447340966,0.805018424987793,0.805018424987793,27,0,11.009303092956543
