epoch,train_loss,val_dice,best_dice_so_far,best_epoch_so_far,epochs_no_improve,epoch_time_sec
1,1.191679958999157,0.08608845621347427,0.08608845621347427,1,0,35.75657367706299
2,0.9380892917513848,0.174183651804924,0.174183651804924,2,0,11.013196229934692
3,0.7623484641313553,0.2273370325565338,0.2273370325565338,3,0,11.049664497375488
4,0.6647570297122002,0.4011326730251312,0.4011326730251312,4,0,11.031452894210815
5,0.6217752575874329,0.4679397642612457,0.4679397642612457,5,0,11.003924131393433
6,0.5920197799801826,0.47946566343307495,0.47946566343307495,6,0,10.991834878921509
7,0.566787101328373,0.5511298179626465,0.5511298179626465,7,0,11.292759418487549
8,0.5480662807822227,0.5483072400093079,0.5511298179626465,7,1,11.267458438873291
9,0.5289963737130166,0.5990499258041382,0.5990499258041382,9,0,10.967140436172485
10,0.5118937529623508,0.6209754943847656,0.6209754943847656,10,0,11.258843421936035
11,0.4996403485536575,0.5297672152519226,0.6209754943847656,10,1,10.979352951049805
12,0.4857754535973072,0.6613186001777649,0.6613186001777649,12,0,11.110026121139526
13,0.4741215191781521,0.6852006912231445,0.6852006912231445,13,0,11.099168300628662
14,0.46100681871175764,0.586175799369812,0.6852006912231445,13,1,10.893812417984009
15,0.4504019469022751,0.6516684293746948,0.6852006912231445,13,2,10.935094356536865
16,0.43773595467209814,0.7665926814079285,0.7665926814079285,16,0,11.142338752746582
17,0.4275327242910862,0.635266125202179,0.7665926814079285,16,1,10.849379777908325
18,0.41494407281279566,0.7131839990615845,0.7665926814079285,16,2,10.986416339874268
19,0.4022240750491619,0.6628481149673462,0.7665926814079285,16,3,10.963430404663086
20,0.3868435606360435,0.7527273893356323,0.7665926814079285,16,4,10.959197044372559
21,0.37527183443307877,0.7516288757324219,0.7665926814079285,16,5,11.006266117095947
22,0.3643200799822807,0.7412646412849426,0.7665926814079285,16,6,10.884573221206665
23,0.3539095275104046,0.727526068687439,0.7665926814079285,16,7,10.945536851882935
24,0.34041002579033375,0.7602376937866211,0.7665926814079285,16,8,10.92677617073059
25,0.33115835189819337,0.7911317944526672,0.7911317944526672,25,0,11.105213403701782
26,0.31369731277227403,0.7812359929084778,0.7911317944526672,25,1,10.865987062454224
27,0.30512868240475655,0.776238739490509,0.7911317944526672,25,2,10.900318145751953
28,0.2912427816540003,0.7448375821113586,0.7911317944526672,25,3,10.890416145324707
29,0.2836949650198221,0.7351557612419128,0.7911317944526672,25,4,11.495548248291016
30,0.2693824864923954,0.7732833623886108,0.7911317944526672,25,5,11.022685289382935
31,0.26436675637960433,0.7252997159957886,0.7911317944526672,25,6,10.926043033599854
32,0.2495667550712824,0.7834038734436035,0.7911317944526672,25,7,10.931392669677734
33,0.23709746301174164,0.7874337434768677,0.7911317944526672,25,8,10.87462830543518
34,0.22588095366954802,0.7835441827774048,0.7911317944526672,25,9,10.957473278045654
