epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,1.418266588,0.51138088,0.506064715,0.012628526,0.545146383,0.498653297,0.578534031,0.523696682,0.64619883,0.64619883,0.365930599,0.575767901,116,201,121,221,33.6274929,0.13728857,1.305204054,0.786585366,0.8138054,0.382678089,0.879521141,0.62840681,0.385964912,0.25,0.846153846,0.846153846,0.781456954,0.426056104,118,33,2,11,6.917248726,0.165410995
2,1.343360205,0.587253414,0.586002728,0.173085485,0.621293105,0.58531981,0.613636364,0.588555858,0.640949555,0.640949555,0.531055901,0.623683793,171,151,121,216,32.94299006,0.138387203,1.2303752,0.798780488,0.820427916,0.396657738,0.883596536,0.63956044,0.4,0.261904762,0.846153846,0.846153846,0.794701987,0.431509204,120,31,2,11,7.105991125,0.165410995
3,1.256255972,0.66616085,0.663224859,0.328425092,0.709765495,0.663463324,0.633333333,0.657439446,0.610932476,0.610932476,0.715517241,0.695256285,249,99,121,190,33.14408588,0.138387203,1.261851223,0.731707317,0.819154356,0.365255133,0.881558839,0.591855204,0.352941176,0.218181818,0.923076923,0.923076923,0.715231788,0.364423459,108,43,1,12,7.049619198,0.165410995
4,1.176298324,0.71016692,0.70984339,0.420240756,0.781916168,0.709843544,0.719530103,0.706051873,0.733532934,0.733532934,0.686153846,0.757822312,223,102,89,245,33.46310949,0.138387203,0.904338695,0.884146341,0.726184412,0.373470731,0.891747326,0.679917822,0.424242424,0.35,0.538461538,0.538461538,0.913907285,0.444010264,138,13,6,7,6.899586916,0.165410995
5,1.187810067,0.685887709,0.685169312,0.371006021,0.763691497,0.685235393,0.6709062,0.685064935,0.657320872,0.657320872,0.713017751,0.746348921,241,97,110,211,33.03338599,0.138387203,0.983770175,0.841463415,0.808456444,0.415710865,0.881304126,0.671292014,0.434782609,0.303030303,0.769230769,0.769230769,0.847682119,0.358707219,128,23,3,10,6.930483818,0.165410995
6,1.12416102,0.734446131,0.734044219,0.469044353,0.807125749,0.734032126,0.723538705,0.743506494,0.704615385,0.704615385,0.763473054,0.785825603,255,79,96,229,33.47905612,0.138387203,0.976034992,0.829268293,0.836984208,0.435609128,0.889454916,0.669640288,0.44,0.297297297,0.846153846,0.846153846,0.82781457,0.366216936,125,26,2,11,6.897001982,0.165410995
7,1.046612224,0.796661608,0.79414456,0.591523762,0.849334504,0.79501857,0.813370474,0.791327913,0.836676218,0.836676218,0.751612903,0.84194313,233,77,57,292,33.29767704,0.138387203,1.087113952,0.768292683,0.803871625,0.363110188,0.868568518,0.612437811,0.366666667,0.234042553,0.846153846,0.846153846,0.761589404,0.34629753,115,36,2,11,6.999352932,0.165410995
8,1.020495808,0.790591806,0.79057365,0.581174065,0.855026343,0.79057975,0.792168675,0.78978979,0.794561934,0.794561934,0.786585366,0.852563041,258,70,68,263,33.11669254,0.138387203,1.192047182,0.713414634,0.809220581,0.349455281,0.884615385,0.577574396,0.338028169,0.206896552,0.923076923,0.923076923,0.695364238,0.357352508,105,46,1,12,7.168641567,0.165410995
9,0.958949854,0.804248862,0.804582335,0.608855997,0.885473907,0.804203777,0.801232666,0.787878788,0.815047022,0.815047022,0.794117647,0.86194479,270,70,59,260,33.27440023,0.138387203,0.856431571,0.853658537,0.850229241,0.472008621,0.886653082,0.696577243,0.47826087,0.333333333,0.846153846,0.846153846,0.854304636,0.428611874,129,22,2,11,6.839307785,0.165410995
10,0.888896838,0.848254932,0.847836503,0.696636516,0.916394847,0.848036231,0.85380117,0.83908046,0.869047619,0.869047619,0.826625387,0.912131795,267,56,44,292,33.07292438,0.138387203,0.892526429,0.829268293,0.836984208,0.435609128,0.878757005,0.669640288,0.44,0.297297297,0.846153846,0.846153846,0.82781457,0.413663269,125,26,2,11,7.038419008,0.165410995
11,0.880133653,0.84370258,0.841271825,0.685501,0.921420504,0.842306772,0.857142857,0.839673913,0.875354108,0.875354108,0.807189542,0.926370993,247,59,44,309,33.34404683,0.138387203,0.884151199,0.835365854,0.840295466,0.444211782,0.876464595,0.676102699,0.448979592,0.305555556,0.846153846,0.846153846,0.834437086,0.400602547,126,25,2,11,6.874642849,0.165410995
12,0.850980132,0.864946889,0.864487583,0.728489309,0.92875278,0.864226568,0.854337152,0.850162866,0.858552632,0.858552632,0.870422535,0.912182557,309,46,43,261,32.86155868,0.138387203,0.768784577,0.87804878,0.722873153,0.36038793,0.881558839,0.671868747,0.411764706,0.333333333,0.538461538,0.538461538,0.907284768,0.420458381,137,14,6,7,6.800774813,0.165410995
13,0.80158578,0.874051593,0.872618123,0.746854567,0.942501943,0.873262477,0.88326301,0.872222222,0.894586895,0.894586895,0.850649351,0.9340228,262,46,37,314,33.22717261,0.138387203,0.901746305,0.81097561,0.827050433,0.411494501,0.877228732,0.651183533,0.41509434,0.275,0.846153846,0.846153846,0.80794702,0.405521978,122,29,2,11,7.011934757,0.165410995
14,0.748422017,0.893778452,0.891682821,0.788779641,0.95714022,0.892977784,0.902234637,0.870619946,0.936231884,0.936231884,0.847133758,0.958628,266,48,22,323,33.21388531,0.138387203,0.835131623,0.835365854,0.805145186,0.406710639,0.87824758,0.664723253,0.425531915,0.294117647,0.769230769,0.769230769,0.841059603,0.413246824,127,24,3,10,6.876292229,0.165410995
15,0.795289294,0.892261002,0.891845834,0.786595368,0.938111424,0.892006361,0.897250362,0.865921788,0.930930931,0.930930931,0.852760736,0.908829717,278,48,23,310,32.8977778,0.138387203,0.777285952,0.87804878,0.758023434,0.401491006,0.875445746,0.687975647,0.444444444,0.347826087,0.615384615,0.615384615,0.900662252,0.406891135,136,15,5,8,6.797677755,0.165410995
16,0.752728027,0.893778452,0.893101635,0.787220746,0.954598295,0.89347798,0.899135447,0.888888889,0.909620991,0.909620991,0.876582278,0.954035233,277,39,31,312,33.25394702,0.138387203,0.813496285,0.847560976,0.811767702,0.425068882,0.879011717,0.678052611,0.444444444,0.3125,0.769230769,0.769230769,0.854304636,0.408362817,129,22,3,10,7.022330284,0.165410995
17,0.737832447,0.899848255,0.899553778,0.798774858,0.961210169,0.899379072,0.892508143,0.88961039,0.895424837,0.895424837,0.90368272,0.955626058,319,34,32,274,32.91130972,0.138387203,0.73395577,0.87804878,0.722873153,0.36038793,0.883087112,0.671868747,0.411764706,0.333333333,0.538461538,0.538461538,0.907284768,0.420807295,137,14,6,7,7.050510406,0.165410995
18,0.742283652,0.892261002,0.892873648,0.784631229,0.96103614,0.89206615,0.896652111,0.911242604,0.88252149,0.88252149,0.903225806,0.968444155,280,30,41,308,33.12263012,0.138387203,0.807813564,0.853658537,0.815078961,0.434813363,0.881304126,0.685019206,0.454545455,0.322580645,0.769230769,0.769230769,0.860927152,0.419400625,130,21,3,10,7.118860722,0.165410995
19,0.765009186,0.874051593,0.873959178,0.748635836,0.951210301,0.873977305,0.877037037,0.860465116,0.894259819,0.894259819,0.853658537,0.943958359,280,48,35,296,33.2280767,0.138387203,0.798855488,0.865853659,0.821701477,0.455593288,0.881304126,0.6996337,0.476190476,0.344827586,0.769230769,0.769230769,0.874172185,0.419400625,132,19,3,10,6.930077314,0.165410995
20,0.728157372,0.902883156,0.904011475,0.807777108,0.961660856,0.902881144,0.902439024,0.873156342,0.933753943,0.933753943,0.874269006,0.946128283,299,43,21,296,32.78540564,0.138387203,0.76349949,0.87195122,0.754712175,0.389376925,0.881813551,0.680133742,0.432432432,0.333333333,0.615384615,0.615384615,0.894039735,0.420668323,135,16,5,8,7.026006699,0.165410995
21,0.758234028,0.8892261,0.888931924,0.77814376,0.950930486,0.889053401,0.893430657,0.889534884,0.897360704,0.897360704,0.880503145,0.932704461,280,38,35,306,33.31696987,0.138387203,0.79630307,0.853658537,0.815078961,0.434813363,0.882322975,0.685019206,0.454545455,0.322580645,0.769230769,0.769230769,0.860927152,0.426344936,130,21,3,10,7.058016539,0.165410995
22,0.709564659,0.904400607,0.899558251,0.805550533,0.966209007,0.902147398,0.916996047,0.896907216,0.938005391,0.938005391,0.861111111,0.97335816,248,40,23,348,32.93758392,0.138387203,0.822309784,0.841463415,0.808456444,0.415710865,0.881304126,0.671292014,0.434782609,0.303030303,0.769230769,0.769230769,0.847682119,0.418689571,128,23,3,10,7.068776131,0.165410995
23,0.750348437,0.895295903,0.89373765,0.790583945,0.955142293,0.894689669,0.902679831,0.8815427,0.924855491,0.924855491,0.862619808,0.956753948,270,43,26,320,33.45879102,0.138387203,0.787990614,0.87195122,0.825012736,0.466704571,0.880794702,0.707317073,0.487804878,0.357142857,0.769230769,0.769230769,0.880794702,0.423239737,133,18,3,10,7.003025055,0.165410995
24,0.767967319,0.8892261,0.889274201,0.780058682,0.94494796,0.889123976,0.892488954,0.865714286,0.920972644,0.920972644,0.857575758,0.93212176,283,47,26,303,33.07252336,0.138387203,0.779056183,0.87195122,0.754712175,0.389376925,0.880030565,0.680133742,0.432432432,0.333333333,0.615384615,0.615384615,0.894039735,0.417903607,135,16,5,8,7.0386343,0.165410995
25,0.733396553,0.899848255,0.89935782,0.798308286,0.958638802,0.899145751,0.907563025,0.91011236,0.905027933,0.905027933,0.893687708,0.953979481,269,32,34,324,33.37328959,0.138387203,0.817690002,0.841463415,0.808456444,0.415710865,0.880794702,0.671292014,0.434782609,0.303030303,0.769230769,0.769230769,0.847682119,0.431204834,128,23,3,10,7.015295029,0.165410995
26,0.764352704,0.884673748,0.884793624,0.769480916,0.949857196,0.884667109,0.883792049,0.875757576,0.891975309,0.891975309,0.87761194,0.940791583,294,41,35,289,33.35569167,0.138387203,0.778961128,0.87195122,0.754712175,0.389376925,0.880285278,0.680133742,0.432432432,0.333333333,0.615384615,0.615384615,0.894039735,0.418173355,135,16,5,8,7.156871557,0.165410995
27,0.809624515,0.860394537,0.860801002,0.725339755,0.932928964,0.860084926,0.866666667,0.82369146,0.914373089,0.914373089,0.807228916,0.922068567,268,64,28,299,33.08190846,0.138387203,0.748996406,0.87195122,0.719561895,0.348090045,0.880285278,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.419527123,136,15,6,7,7.027495623,0.165410995
28,0.720611214,0.886191199,0.885724176,0.771811794,0.959314133,0.885887446,0.891774892,0.887931034,0.895652174,0.895652174,0.875796178,0.96251676,275,39,36,309,33.21082616,0.138387203,0.767753205,0.87195122,0.719561895,0.348090045,0.880285278,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.418648839,136,15,6,7,7.101772785,0.165410995
29,0.724794175,0.884673748,0.884641245,0.770027559,0.958137607,0.884613967,0.887240356,0.869186047,0.906060606,0.906060606,0.863221884,0.953681337,284,45,31,299,32.96609926,0.138387203,0.765224524,0.87195122,0.719561895,0.348090045,0.881049414,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.419474283,136,15,6,7,6.932733297,0.165410995
30,0.700632286,0.91047041,0.911129461,0.821569441,0.965162195,0.910429985,0.908527132,0.890577508,0.92721519,0.92721519,0.895043732,0.960584425,307,36,23,293,33.23318458,0.138387203,0.757206845,0.87195122,0.719561895,0.348090045,0.881049414,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.419639105,136,15,6,7,7.126219511,0.165410995
31,0.724093733,0.892261002,0.893817727,0.78556459,0.963304622,0.892037261,0.887122417,0.861111111,0.914754098,0.914754098,0.872881356,0.957749196,309,45,26,279,33.39624238,0.138387203,0.740506579,0.87195122,0.719561895,0.348090045,0.880285278,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.418101355,136,15,6,7,7.011497021,0.165410995
32,0.709466423,0.902883156,0.903363787,0.80602124,0.963861203,0.90280236,0.9,0.886153846,0.914285714,0.914285714,0.89244186,0.953218833,307,37,27,288,33.84843683,0.138387203,0.74002198,0.87195122,0.719561895,0.348090045,0.88053999,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.419216182,136,15,6,7,7.279634714,0.165410995
33,0.704580819,0.916540212,0.916711193,0.833422386,0.964914786,0.916540212,0.916540212,0.904191617,0.929230769,0.929230769,0.904191617,0.957264593,302,32,23,302,33.27935171,0.138387203,0.746438206,0.87195122,0.719561895,0.348090045,0.881813551,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.425820604,136,15,6,7,7.106508493,0.165410995
34,0.708039763,0.901365706,0.901486681,0.803217551,0.96539829,0.901357529,0.902255639,0.887573964,0.917431193,0.917431193,0.885542169,0.964944503,294,38,27,300,33.34117651,0.138387203,0.752407529,0.87195122,0.719561895,0.348090045,0.882068263,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.421444098,136,15,6,7,7.00570488,0.165410995
35,0.735958725,0.898330804,0.898865584,0.797856172,0.958051496,0.898329868,0.898638427,0.876106195,0.922360248,0.922360248,0.87537092,0.947999215,295,42,25,297,33.90524721,0.138387203,0.754030336,0.87195122,0.719561895,0.348090045,0.881304126,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.419392816,136,15,6,7,6.943500042,0.165410995
36,0.765753354,0.877086495,0.877625924,0.754799542,0.947744333,0.877058185,0.875192604,0.858006042,0.893081761,0.893081761,0.862170088,0.938455285,294,47,34,284,33.28738523,0.138387203,0.74915177,0.87195122,0.719561895,0.348090045,0.881558839,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.42425576,136,15,6,7,7.030483246,0.165410995
37,0.731032853,0.901365706,0.901823003,0.802712025,0.958652105,0.901187321,0.896988906,0.884375,0.909967846,0.909967846,0.893678161,0.944006622,311,37,28,283,33.46526194,0.138387203,0.746459066,0.87195122,0.719561895,0.348090045,0.881813551,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.426882603,136,15,6,7,7.030274153,0.165410995
38,0.693609803,0.918057663,0.918265332,0.836376548,0.975633016,0.918052946,0.917431193,0.906344411,0.92879257,0.92879257,0.907738095,0.976065879,305,31,23,300,32.67648172,0.138387203,0.747314052,0.87195122,0.719561895,0.348090045,0.881304126,0.664163823,0.4,0.318181818,0.538461538,0.538461538,0.900662252,0.420440769,136,15,6,7,6.91449523,0.165410995
39,0.743716594,0.898330804,0.897995523,0.79583647,0.951955452,0.897916151,0.904422254,0.905714286,0.903133903,0.903133903,0.892857143,0.927341834,275,33,34,317,33.6525836,0.138387203,0.766430842,0.87195122,0.754712175,0.389376925,0.881813551,0.680133742,0.432432432,0.333333333,0.615384615,0.615384615,0.894039735,0.430790022,135,16,5,8,7.162396669,0.165410995
