epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,2.42339167,0.638846737,0.638825437,0.277663661,0.700270798,0.638825946,0.636085627,0.63803681,0.634146341,0.634146341,0.643504532,0.705196123,213,118,120,208,55.36065292,0.580582619,2.045109412,0.75,0.72363729,0.268976567,0.833927662,0.576334194,0.305084746,0.195652174,0.692307692,0.692307692,0.754966887,0.290064658,114,37,4,9,9.21923399,0.734948158
2,1.657738177,0.758725341,0.758743547,0.517320213,0.83792865,0.7586164,0.753488372,0.747692308,0.759375,0.759375,0.758112094,0.837551449,257,82,77,243,54.98551869,0.58271122,1.318027425,0.786585366,0.74350484,0.306377526,0.872643912,0.606174957,0.339622642,0.225,0.692307692,0.692307692,0.794701987,0.497710235,120,31,4,9,9.386834621,0.736123085
3,1.333081694,0.786039454,0.785492372,0.570684046,0.869061489,0.785325654,0.797704448,0.801152738,0.794285714,0.794285714,0.776699029,0.869394778,240,69,72,278,56.38426352,0.58271122,1.076268202,0.896341463,0.697656648,0.35992393,0.9016811,0.678468458,0.413793103,0.375,0.461538462,0.461538462,0.933774834,0.3935934,141,10,7,6,9.234400511,0.736046791
4,1.691294311,0.769347496,0.769337754,0.538725131,0.849401308,0.769334218,0.767584098,0.772307692,0.762917933,0.762917933,0.775757576,0.858920958,256,74,78,251,56.03511691,0.58271122,2.813331841,0.75,0.82908813,0.382112883,0.892766174,0.606668617,0.369230769,0.230769231,0.923076923,0.923076923,0.735099338,0.370543496,111,40,1,12,9.177700758,0.736046791
5,1.404011386,0.79969651,0.798921965,0.598755694,0.885713495,0.799192968,0.809248555,0.797720798,0.82111437,0.82111437,0.77672956,0.883187927,247,71,61,280,55.01563883,0.581543922,1.513428851,0.932926829,0.576923077,0.378681674,0.805909322,0.615761448,0.266666667,1,0.153846154,0.153846154,1,0.37014168,151,0,11,2,9.330719233,0.736046791
6,1.997962941,0.783004552,0.782857511,0.565756734,0.848231565,0.782876562,0.788148148,0.786982249,0.789317507,0.789317507,0.776397516,0.825688498,250,72,71,266,54.8419764,0.581543922,0.633402112,0.896341463,0.767957208,0.442445056,0.888945492,0.713610683,0.484848485,0.4,0.615384615,0.615384615,0.920529801,0.509056642,139,12,5,8,9.237425566,0.736046791
7,1.095343043,0.823975721,0.823891376,0.647914069,0.910223107,0.823926663,0.820987654,0.826086957,0.81595092,0.81595092,0.831831832,0.911688933,277,56,60,266,56.21239758,0.58271122,0.713212207,0.932926829,0.682373917,0.457452052,0.863983698,0.720179929,0.476190476,0.625,0.384615385,0.384615385,0.98013245,0.517679948,148,3,8,5,9.30996418,0.736046791
8,1.493382547,0.827010622,0.826862138,0.65408589,0.905207355,0.82692095,0.822981366,0.833333333,0.812883436,0.812883436,0.840840841,0.896151536,280,53,61,265,56.32581902,0.58271122,0.604565263,0.896341463,0.662506368,0.314232341,0.876209883,0.656945983,0.37037037,0.357142857,0.384615385,0.384615385,0.940397351,0.470194986,142,9,8,5,9.199115753,0.736046791
9,0.827579903,0.863429439,0.86342776,0.726768459,0.942482076,0.863376272,0.866071429,0.868656716,0.863501484,0.863501484,0.863354037,0.94284185,278,44,46,291,54.95116162,0.581543922,1.061739014,0.884146341,0.691034131,0.33020864,0.800305655,0.661561855,0.387096774,0.333333333,0.461538462,0.461538462,0.920529801,0.352360365,139,12,7,6,9.286928177,0.736046791
10,0.779039142,0.883156297,0.883126992,0.76628222,0.947627075,0.883139076,0.88172043,0.883076923,0.880368098,0.880368098,0.885885886,0.938911517,295,38,39,287,55.3021152,0.581543922,1.276462375,0.768292683,0.698420785,0.247589843,0.848191544,0.578805082,0.296296296,0.195121951,0.615384615,0.615384615,0.781456954,0.404311045,118,33,5,8,9.346409559,0.736046791
