,del_auc_raw,del_auc_raw,del_auc_delta,del_auc_delta,ins_auc_raw,ins_auc_raw,ins_auc_delta,ins_auc_delta
,mean,std,mean,std,mean,std,mean,std
true_group,,,,,,,,
T4,0.4772995084524154,0.07324416658883014,0.10206149319807689,0.11466836623094444,0.569052235285441,0.02055665145411176,0.07628263632456463,0.033554719309404527
non-T4,0.5898421655098597,0.017649948082178114,-0.020845040678977966,0.04700052197589232,0.5460418651501338,0.03449365311984831,0.02435054282347361,0.034493653119848255
