epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.168396475,0.562974203,0.56275106,0.125536822,0.58706007,0.562747664,193,142,146,178,0.549382716,0.576119403,0.114090946,0.75,0.678842505,0.467686145,0.777356104,0.683888863,99,3,38,24,0.387096774,0.970588235
2,0.13798138,0.614567527,0.614476641,0.229143315,0.666172353,0.614367731,195,133,121,210,0.634441088,0.594512195,0.175128231,0.518292683,0.603257432,0.262471022,0.801865908,0.497965668,26,76,3,59,0.951612903,0.254901961
3,0.129652586,0.672230653,0.670898419,0.341926441,0.725931232,0.670957004,242,107,109,201,0.648387097,0.693409742,0.117534236,0.68902439,0.693074004,0.375184372,0.787318153,0.681626128,69,33,18,44,0.709677419,0.676470588
4,0.11902864,0.704097117,0.703429426,0.406798756,0.765420414,0.703397752,248,98,97,216,0.690095847,0.716763006,0.118448047,0.68902439,0.724699557,0.443307291,0.826059456,0.688735068,59,43,8,54,0.870967742,0.578431373
5,0.108017969,0.71168437,0.709614142,0.42121599,0.790358165,0.709947183,209,105,85,260,0.753623188,0.665605096,0.089007632,0.762195122,0.758222644,0.507263836,0.861638204,0.752160267,79,23,16,46,0.741935484,0.774509804
6,0.102917739,0.738998483,0.738133481,0.476575012,0.81367119,0.738260179,261,84,88,226,0.719745223,0.756521739,0.099084313,0.792682927,0.779569892,0.559139785,0.840132827,0.779569892,85,17,17,45,0.725806452,0.833333333
7,0.104190597,0.752655539,0.750841424,0.502729839,0.824503005,0.751223421,273,77,86,223,0.721682848,0.78,0.107726195,0.725609756,0.684535104,0.3957884,0.768500949,0.690838256,87,15,30,32,0.516129032,0.852941176
8,0.098088785,0.786039454,0.785853142,0.57191709,0.845319698,0.785913254,267,68,73,251,0.774691358,0.797014925,0.106074018,0.743902439,0.708728653,0.439714279,0.818943707,0.715277778,87,15,27,35,0.564516129,0.852941176
9,0.088536352,0.770864947,0.76978577,0.539681376,0.867035742,0.769838902,276,75,76,232,0.753246753,0.786324786,0.099150597,0.756097561,0.759645794,0.506022821,0.838867805,0.74877451,76,26,14,48,0.774193548,0.745098039
10,0.079401993,0.813353566,0.813058324,0.62603577,0.898278885,0.813016007,282,62,61,254,0.806349206,0.819767442,0.15213469,0.762195122,0.701296648,0.486933721,0.83570525,0.711045855,97,5,34,28,0.451612903,0.950980392
11,0.07469283,0.839150228,0.839357763,0.679022086,0.908348533,0.839132077,280,46,60,273,0.81981982,0.858895706,0.121497409,0.768292683,0.734661607,0.494345446,0.841081594,0.74239418,89,13,25,37,0.596774194,0.87254902
12,0.063376027,0.883156297,0.88287227,0.765617216,0.941022656,0.882806564,273,38,39,309,0.887931034,0.877813505,0.125881185,0.780487805,0.750790639,0.522668786,0.83855155,0.757993114,89,13,23,39,0.629032258,0.87254902
13,0.054184906,0.883156297,0.882946379,0.766337694,0.953906394,0.88306906,282,42,35,300,0.895522388,0.87037037,0.142380516,0.762195122,0.723434535,0.479219373,0.827640734,0.732059822,90,12,27,35,0.564516129,0.882352941
14,0.047589104,0.901365706,0.90066213,0.802709718,0.965159815,0.901102453,314,27,38,280,0.880503145,0.920821114,0.136529876,0.756097561,0.72802024,0.470550352,0.828115117,0.733246584,86,16,24,38,0.612903226,0.843137255
15,0.0369821,0.93323217,0.932576223,0.865152445,0.979625909,0.932576223,275,22,22,340,0.939226519,0.925925926,0.151356386,0.774390244,0.736401012,0.507029698,0.830328906,0.745800344,91,11,26,36,0.580645161,0.892156863
16,0.03540013,0.936267071,0.935982646,0.872231035,0.981168651,0.936106853,292,22,20,325,0.942028986,0.929936306,0.13770937,0.737804878,0.716476913,0.437438353,0.839658444,0.718449315,82,20,23,39,0.629032258,0.803921569
17,0.031688799,0.942336874,0.942012119,0.884326514,0.985775512,0.942154526,292,20,18,329,0.948126801,0.935897436,0.133662254,0.756097561,0.740670462,0.481340923,0.841239722,0.740670462,82,20,20,42,0.677419355,0.803921569
18,0.027290868,0.95599393,0.955690427,0.912087274,0.988995189,0.955935486,303,18,11,327,0.967455621,0.943925234,0.13239927,0.780487805,0.766603416,0.533206831,0.846141682,0.766603416,84,18,18,44,0.709677419,0.823529412
19,0.027254745,0.95599393,0.956003797,0.911940356,0.989257867,0.955967974,323,15,14,307,0.956386293,0.955621302,0.145264103,0.768292683,0.747311828,0.501653544,0.843769766,0.750320513,85,17,21,41,0.661290323,0.833333333
20,0.023823069,0.962063733,0.962179842,0.924231965,0.992316197,0.962060588,314,10,15,320,0.955223881,0.969135802,0.145445138,0.756097561,0.740670462,0.481340923,0.838867805,0.740670462,82,20,20,42,0.677419355,0.803921569
21,0.024307867,0.963581184,0.964215822,0.927533058,0.992296686,0.963544164,307,7,17,328,0.950724638,0.977707006,0.141221957,0.756097561,0.743833017,0.48476187,0.836970272,0.74225994,81,21,19,43,0.693548387,0.794117647
22,0.031084475,0.945371775,0.945290616,0.890704348,0.985280296,0.945343458,304,19,17,319,0.949404762,0.941176471,0.136396595,0.774390244,0.758538899,0.518762163,0.837760911,0.759349593,84,18,19,43,0.693548387,0.823529412
23,0.023950773,0.95599393,0.955910799,0.912174558,0.993745625,0.955979334,309,18,11,321,0.96686747,0.944954128,0.136325208,0.774390244,0.752213789,0.513647804,0.839025933,0.756021069,86,16,21,41,0.661290323,0.843137255
24,0.024871634,0.957511381,0.957671665,0.915022734,0.99176949,0.957476032,325,16,12,306,0.962264151,0.953079179,0.141248891,0.774390244,0.749051233,0.511587624,0.839658444,0.754202617,87,15,22,40,0.64516129,0.852941176
25,0.028428211,0.945371775,0.945205227,0.890722426,0.987646755,0.945326327,321,16,20,302,0.937888199,0.952522255,0.139198575,0.792682927,0.773244782,0.554256601,0.83855155,0.776602564,87,15,19,43,0.693548387,0.852941176
26,0.02380398,0.963581184,0.962161029,0.92631824,0.991808778,0.963077095,356,9,15,279,0.948979592,0.975342466,0.138298654,0.780487805,0.75711575,0.525834062,0.837286528,0.761743341,87,15,21,41,0.661290323,0.852941176
