epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,2.372378006,0.496960486,0.493707898,-0.012747252,0.495081982,0.491690297,0.543448276,0.514360313,0.576023392,0.576023392,0.411392405,0.523397513,130,186,145,197,47.97026587,3.063293934,4.330058656,0.109090909,0.513245033,0.047994625,0.649479659,0.105806452,0.16,0.086956522,1,1,0.026490066,0.14483063,4,147,0,14,8.068408728,4.06984663
2,2.195547809,0.565349544,0.565440089,0.130831802,0.576641087,0.565285285,0.570570571,0.579268293,0.562130178,0.562130178,0.56875,0.588775817,182,138,148,190,49.25641394,3.063293934,1.997716478,0.709090909,0.711447493,0.251146227,0.748107852,0.55545577,0.294117647,0.185185185,0.714285714,0.714285714,0.708609272,0.243471402,107,44,4,10,7.909683943,4.070212841
3,1.924912987,0.550151976,0.550001848,0.100014787,0.578144637,0.55000231,0.558208955,0.556547619,0.55988024,0.55988024,0.540123457,0.582827746,175,149,147,187,55.10853434,3.063293934,1.073464643,0.709090909,0.581835383,0.10171177,0.73013245,0.511111111,0.2,0.130434783,0.428571429,0.428571429,0.735099338,0.238227134,111,40,8,6,7.934155464,4.070212841
4,1.778859388,0.542553191,0.541987313,0.083906664,0.585479465,0.541891895,0.524486572,0.51875,0.530351438,0.530351438,0.553623188,0.570221343,191,154,147,166,47.91529918,3.063293934,1.204569456,0.6,0.489829707,-0.011703116,0.560785241,0.435868214,0.131578947,0.080645161,0.357142857,0.357142857,0.622516556,0.153250611,94,57,9,5,7.941876411,4.070212841
5,1.798044827,0.575987842,0.575970067,0.151950662,0.612107354,0.575963357,0.57918552,0.576576577,0.581818182,0.581818182,0.570121951,0.586472315,187,141,138,192,47.86505795,3.063293934,0.730799879,0.884848485,0.677861873,0.32606939,0.837748344,0.661775812,0.387096774,0.352941176,0.428571429,0.428571429,0.927152318,0.420071479,140,11,8,6,8.097817183,4.070212841
6,1.692008455,0.56231003,0.56216441,0.12432882,0.601141352,0.56216441,0.570149254,0.570149254,0.570149254,0.570149254,0.554179567,0.645991631,179,144,144,191,55.05519938,3.063293934,1.760164253,0.363636364,0.587511826,0.106124415,0.773415326,0.331829226,0.186046512,0.104347826,0.857142857,0.857142857,0.317880795,0.251336346,48,103,2,12,7.877832413,4.070212841
7,1.598692968,0.606382979,0.604088426,0.208603817,0.656939383,0.604188005,0.633663366,0.625698324,0.641833811,0.641833811,0.566343042,0.692835399,175,134,125,224,47.97236419,3.063293934,1.057049883,0.745454545,0.731315043,0.283839487,0.812913907,0.582932114,0.322580645,0.208333333,0.714285714,0.714285714,0.748344371,0.32980993,113,38,4,10,7.891692638,4.070212841
8,1.406714208,0.656534954,0.656048835,0.31216697,0.717633185,0.656077412,0.668621701,0.666666667,0.670588235,0.670588235,0.641509434,0.723075587,204,114,112,228,47.8930161,3.063293934,1.019508363,0.751515152,0.669820246,0.215604494,0.724929044,0.565259302,0.280701754,0.186046512,0.571428571,0.571428571,0.768211921,0.370146604,116,35,6,8,7.956356287,4.070212841
9,1.317094072,0.688449848,0.688674186,0.377214126,0.743176775,0.688414585,0.691729323,0.703363914,0.680473373,0.680473373,0.696875,0.731758021,223,97,108,230,47.93695283,3.063293934,0.579115314,0.903030303,0.752601703,0.45156871,0.844370861,0.723154362,0.5,0.444444444,0.571428571,0.571428571,0.933774834,0.452507009,141,10,6,8,7.933626413,4.070212841
10,1.306387666,0.699088146,0.698809887,0.397619774,0.765130709,0.698809887,0.707964602,0.707964602,0.707964602,0.707964602,0.689655172,0.770188994,220,99,99,240,54.60542774,3.063293934,0.544601467,0.909090909,0.529091769,0.12134852,0.817644276,0.534861868,0.117647059,0.333333333,0.071428571,0.071428571,0.986754967,0.278571328,149,2,13,1,7.742631197,4.070212841
11,1.275407209,0.708206687,0.707676656,0.415553218,0.781839623,0.707750389,0.719298246,0.715116279,0.723529412,0.723529412,0.691823899,0.758298402,220,98,94,246,48.24707079,3.063293934,0.870615107,0.781818182,0.718779565,0.284514392,0.822138127,0.601449275,0.333333333,0.225,0.642857143,0.642857143,0.794701987,0.461942023,120,31,5,9,8.04471755,4.070212841
12,1.006681913,0.76899696,0.768786341,0.537662153,0.85064755,0.768823964,0.775147929,0.772861357,0.777448071,0.777448071,0.760124611,0.862220729,244,77,75,262,48.07861209,3.063293934,0.538474579,0.890909091,0.616367077,0.249733195,0.808656575,0.624240891,0.307692308,0.333333333,0.285714286,0.285714286,0.947019868,0.43600068,143,8,10,4,7.996197224,4.070212841
13,1.064943658,0.772036474,0.770518083,0.542192959,0.843602027,0.770916889,0.754901961,0.76744186,0.742765273,0.742765273,0.798270893,0.801426905,277,70,80,231,48.17044044,3.063293934,1.484814645,0.690909091,0.733916746,0.271997468,0.817407758,0.551463142,0.301369863,0.186440678,0.785714286,0.785714286,0.682119205,0.419665142,103,48,3,11,8.015136003,4.070212841
14,1.090370657,0.787234043,0.787766819,0.574863263,0.843353244,0.787074704,0.78125,0.764525994,0.798722045,0.798722045,0.776811594,0.797094546,268,77,63,250,47.85823512,3.063293934,1.085517855,0.763636364,0.773651845,0.337902134,0.795175024,0.607837163,0.360655738,0.234042553,0.785714286,0.785714286,0.761589404,0.375365789,115,36,3,11,8.022583961,4.070212841
15,0.918933015,0.808510638,0.808439279,0.616992581,0.88269643,0.808466401,0.811377246,0.806547619,0.81626506,0.81626506,0.800613497,0.850610462,261,65,61,271,47.75029826,3.063293934,0.924539512,0.787878788,0.722090823,0.29133692,0.820245979,0.606634425,0.339622642,0.230769231,0.642857143,0.642857143,0.801324503,0.350008057,121,30,5,9,8.008421659,4.070212841
16,0.793564236,0.841945289,0.840359659,0.682620241,0.90818502,0.841027357,0.853107345,0.838888889,0.867816092,0.867816092,0.812903226,0.903358745,252,58,46,302,47.57633877,3.063293934,0.939496366,0.806060606,0.764427625,0.350022251,0.828760643,0.634753735,0.384615385,0.263157895,0.714285714,0.714285714,0.814569536,0.38824239,123,28,4,10,8.066207886,4.070212841
17,0.765288788,0.837386018,0.837386018,0.675024654,0.919536035,0.83735559,0.83958021,0.828402367,0.85106383,0.85106383,0.823708207,0.906509737,271,58,49,280,48.34851313,3.063293934,0.752241148,0.866666667,0.700331126,0.328436609,0.782403027,0.657029478,0.388888889,0.318181818,0.5,0.5,0.900662252,0.314531411,136,15,7,7,7.850332499,4.070212841
18,0.568045612,0.898176292,0.898185941,0.796095623,0.956494979,0.898029093,0.894154818,0.889937107,0.898412698,0.898412698,0.897959184,0.944348123,308,35,32,283,47.91838765,3.063293934,0.718249422,0.848484848,0.657994324,0.25422361,0.814806055,0.619500046,0.324324324,0.260869565,0.428571429,0.428571429,0.887417219,0.319795121,134,17,8,6,7.731324911,4.070212841
19,0.58590134,0.889057751,0.888988978,0.778254831,0.951832553,0.889026737,0.890881913,0.881656805,0.900302115,0.900302115,0.877675841,0.944841286,287,40,33,298,48.24975252,3.063293934,0.637547523,0.884848485,0.677861873,0.32606939,0.808893094,0.661775812,0.387096774,0.352941176,0.428571429,0.428571429,0.927152318,0.40511664,140,11,8,6,7.872909307,4.070212841
20,0.535029717,0.901215805,0.901498502,0.802138357,0.961090865,0.900966715,0.896,0.886075949,0.906148867,0.906148867,0.896848138,0.951342265,313,36,29,280,48.13475132,3.063293934,0.66753968,0.878787879,0.674550615,0.312039052,0.799905393,0.653942953,0.375,0.333333333,0.428571429,0.428571429,0.920529801,0.450874384,139,12,8,6,7.875721455,4.070212841
21,0.496963966,0.91337386,0.913269643,0.826886977,0.966146796,0.913340034,0.915052161,0.90560472,0.924698795,0.924698795,0.901840491,0.963888125,294,32,25,307,47.90276122,3.063293934,0.72514511,0.866666667,0.667928098,0.286752266,0.804399243,0.639308426,0.352941176,0.3,0.428571429,0.428571429,0.907284768,0.419138749,137,14,8,6,7.896032572,4.070212841
22,0.508812951,0.91337386,0.913460828,0.828158236,0.966107724,0.913315999,0.915555556,0.890489914,0.942073171,0.942073171,0.884848485,0.964253494,292,38,19,309,48.10490489,3.063293934,0.622833865,0.903030303,0.687795648,0.375591296,0.81551561,0.687795648,0.428571429,0.428571429,0.428571429,0.428571429,0.947019868,0.420636125,143,8,8,6,7.961899757,4.070212841
23,0.473473574,0.910334347,0.910667554,0.820959412,0.968656661,0.910309281,0.908809892,0.896341463,0.921630094,0.921630094,0.899705015,0.95876489,305,34,25,294,47.23187113,3.063293934,0.656715206,0.909090909,0.691106906,0.395335122,0.797540208,0.697469747,0.444444444,0.461538462,0.428571429,0.428571429,0.953642384,0.452787568,144,7,8,6,7.68346715,4.070212841
24,0.426746688,0.93768997,0.937162412,0.875455095,0.973857751,0.93755136,0.940493469,0.928366762,0.952941176,0.952941176,0.921383648,0.962676255,293,25,16,324,46.62054706,3.063293934,0.627452588,0.890909091,0.681173132,0.341211101,0.808420057,0.67,0.4,0.375,0.428571429,0.428571429,0.933774834,0.436000826,141,10,8,6,7.690480709,4.070212841
