Model,Type,Class,Metric,Threshold,CI_lower,CI_upper
Raw ensemble,Overall,NA,Accuracy,0.5,0.8737864077669902,0.9514563106796117
Raw ensemble,Overall,NA,Balanced Accuracy,0.5,0.5726440111884308,0.8122229591114883
Raw ensemble,Overall,NA,F1-macro,0.5,0.5734970448382671,0.8052793571868576
Raw ensemble,Overall,NA,Precision,0.5,0.2,0.7223484848484847
Raw ensemble,Overall,NA,Recall (Sensitivity),0.5,0.1904017857142857,0.6666666666666666
Raw ensemble,Overall,NA,Specificity,0.5,0.9270833333333334,0.9842105263157894
Raw ensemble,Overall,NA,ROC AUC,probability,0.771697042437174,0.9295694287679063
Raw ensemble,Overall,NA,PR AUC,probability,0.21735999194187133,0.6557918527775423
Raw ensemble,Per-class,0,Precision,0.5,0.9153439153439153,0.978494623655914
Raw ensemble,Per-class,0,Recall,0.5,0.9297297297297298,0.9840425531914894
Raw ensemble,Per-class,0,F1,0.5,0.9301075268817204,0.9740932642487047
Raw ensemble,Per-class,1,Precision,0.5,0.21428571428571427,0.75
Raw ensemble,Per-class,1,Recall,0.5,0.16666666666666666,0.6504166666666663
Raw ensemble,Per-class,1,F1,0.5,0.21428571428571427,0.6316431322207958
Calibrated ensemble,Overall,NA,Accuracy,0.33984178602695464,0.7572815533980582,0.8689320388349514
Calibrated ensemble,Overall,NA,Balanced Accuracy,0.33984178602695464,0.6364668450822737,0.8806504603559637
Calibrated ensemble,Overall,NA,F1-macro,0.33984178602695464,0.5477471740062144,0.7210335873926862
Calibrated ensemble,Overall,NA,Precision,0.33984178602695464,0.14285714285714285,0.40540540540540543
Calibrated ensemble,Overall,NA,Recall (Sensitivity),0.33984178602695464,0.46653846153846157,0.9090909090909091
Calibrated ensemble,Overall,NA,Specificity,0.33984178602695464,0.7656100580601093,0.8817204301075269
Calibrated ensemble,Overall,NA,ROC AUC,probability,0.7846138996138997,0.9330799922391204
Calibrated ensemble,Overall,NA,PR AUC,probability,0.24716839707981236,0.671386319915951
Calibrated ensemble,Per-class,0,Precision,0.33984178602695464,0.9426659725624694,0.9936718812196481
Calibrated ensemble,Per-class,0,Recall,0.33984178602695464,0.7708138368983958,0.8763229326606712
Calibrated ensemble,Per-class,0,F1,0.33984178602695464,0.8546511627906976,0.924791086350975
Calibrated ensemble,Per-class,1,Precision,0.33984178602695464,0.13953488372093023,0.4
Calibrated ensemble,Per-class,1,Recall,0.33984178602695464,0.5,0.9285714285714286
Calibrated ensemble,Per-class,1,F1,0.33984178602695464,0.21739130434782608,0.5357142857142857
