epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,1.426319422,0.536474164,0.53588194,0.071980715,0.546014453,0.535443041,0.513556619,0.531353135,0.49691358,0.49691358,0.574850299,0.52395266,192,142,163,161,33.54387665,0.13728857,1.114303479,0.896969697,0.55487228,0.151725274,0.778382214,0.567730005,0.19047619,0.285714286,0.142857143,0.142857143,0.966887417,0.329054171,146,5,12,2,7.137789011,0.162397861
2,1.303055936,0.639817629,0.639817629,0.280009316,0.674947571,0.63957705,0.630265211,0.647435897,0.613981763,0.613981763,0.665653495,0.633926275,219,110,127,202,33.55581164,0.13728857,1.057598107,0.866666667,0.667928098,0.286752266,0.78807947,0.639308426,0.352941176,0.3,0.428571429,0.428571429,0.907284768,0.354923182,137,14,8,6,6.888653517,0.162397861
3,1.254420134,0.665653495,0.662421209,0.327106155,0.717296997,0.662658464,0.630872483,0.657342657,0.606451613,0.606451613,0.718390805,0.66397803,250,98,122,188,33.43848944,0.13728857,0.936158569,0.860606061,0.66461684,0.275274419,0.826395459,0.632445521,0.342857143,0.285714286,0.428571429,0.428571429,0.900662252,0.391627165,136,15,8,6,7.190899611,0.162397861
4,1.227091224,0.670212766,0.668766234,0.337599806,0.736938776,0.668798348,0.690442225,0.689458689,0.691428571,0.691428571,0.646103896,0.736912977,199,109,108,242,33.32501531,0.13728857,0.99661661,0.836363636,0.716177862,0.316537561,0.818826868,0.639008184,0.372093023,0.275862069,0.571428571,0.571428571,0.860927152,0.394422229,130,21,6,8,6.841251612,0.162397861
5,1.096240664,0.740121581,0.73999076,0.480125724,0.821335181,0.740020102,0.745156483,0.73964497,0.750750751,0.750750751,0.729230769,0.801586834,237,88,83,250,33.22118783,0.13728857,1.027135626,0.775757576,0.715468307,0.277883727,0.841059603,0.596363636,0.327272727,0.219512195,0.642857143,0.642857143,0.78807947,0.368247745,119,32,5,9,7.185204506,0.162397861
6,1.042235313,0.779635258,0.779095784,0.558819663,0.851881472,0.779263595,0.788321168,0.778097983,0.798816568,0.798816568,0.759375,0.8467705,243,77,68,270,33.01469231,0.13728857,0.829201373,0.872727273,0.703642384,0.340533441,0.833254494,0.66440678,0.4,0.333333333,0.5,0.5,0.907284768,0.423931206,137,14,7,7,7.109991312,0.162397861
7,0.963617449,0.802431611,0.801882079,0.604099638,0.885085869,0.802020071,0.792993631,0.798076923,0.787974684,0.787974684,0.815789474,0.878403539,279,63,67,249,33.017658,0.13728857,0.894525049,0.812121212,0.702932829,0.282742348,0.8384579,0.615442448,0.340425532,0.242424242,0.571428571,0.571428571,0.834437086,0.434130732,126,25,6,8,7.056589603,0.162397861
8,0.924908646,0.819148936,0.818805473,0.637950184,0.896782544,0.8189277,0.825256975,0.819241983,0.831360947,0.831360947,0.80625,0.893774655,258,62,57,281,32.79714918,0.13728857,0.860123914,0.83030303,0.712866604,0.307583126,0.832544939,0.632867133,0.363636364,0.266666667,0.571428571,0.571428571,0.854304636,0.429282874,129,22,6,8,7.1725595,0.162397861
9,0.851458969,0.854103343,0.854227298,0.708913218,0.919426813,0.854069639,0.856287425,0.838709677,0.874617737,0.874617737,0.833836858,0.906338895,276,55,41,286,33.33941603,0.13728857,0.777534617,0.860606061,0.761825922,0.394433419,0.834673605,0.679719808,0.43902439,0.333333333,0.642857143,0.642857143,0.880794702,0.457429278,133,18,5,9,6.912461758,0.162397861
10,0.780836585,0.87993921,0.879887288,0.760276956,0.942147081,0.879892328,0.882265276,0.868035191,0.896969697,0.896969697,0.862804878,0.933641115,283,45,34,296,33.33077049,0.13728857,0.994071298,0.775757576,0.780274361,0.350726821,0.820245979,0.618174995,0.372881356,0.244444444,0.785714286,0.785714286,0.774834437,0.403333543,117,34,3,11,6.89832449,0.162397861
11,0.688095931,0.907294833,0.907285197,0.81452146,0.960311298,0.907258633,0.909090909,0.910447761,0.907738095,0.907738095,0.906832298,0.964560422,292,30,31,305,32.92863917,0.13728857,0.80665877,0.836363636,0.683774834,0.276851641,0.825922422,0.624018905,0.341463415,0.259259259,0.5,0.5,0.867549669,0.38559187,131,20,7,7,7.080768347,0.162397861
12,0.70112888,0.901215805,0.900623886,0.801422641,0.956397616,0.90070922,0.893617021,0.895081967,0.892156863,0.892156863,0.909090909,0.949063756,320,32,33,273,33.20002389,0.13728857,0.744002913,0.836363636,0.683774834,0.276851641,0.834200568,0.624018905,0.341463415,0.259259259,0.5,0.5,0.867549669,0.425495519,131,20,7,7,6.872179508,0.162397861
13,0.612023448,0.91337386,0.91253,0.826213033,0.971802404,0.913002331,0.918687589,0.90960452,0.92795389,0.92795389,0.897106109,0.973097444,279,32,25,322,33.10220647,0.13728857,0.816570991,0.806060606,0.69962157,0.275052026,0.838694418,0.609929078,0.333333333,0.235294118,0.571428571,0.571428571,0.82781457,0.433627469,125,26,6,8,7.145973921,0.162397861
14,0.579824708,0.924012158,0.924537551,0.848604309,0.974676286,0.923994603,0.922839506,0.906060606,0.940251572,0.940251572,0.908823529,0.968017554,309,31,19,299,32.8654182,0.13728857,0.616906004,0.890909091,0.681173132,0.341211101,0.837275307,0.67,0.4,0.375,0.428571429,0.428571429,0.933774834,0.440879894,141,10,8,6,6.948096275,0.162397861
15,0.569213277,0.928571429,0.928393214,0.8572579,0.971787906,0.928523719,0.93037037,0.920821114,0.94011976,0.94011976,0.916666667,0.962117487,297,27,20,314,33.19459033,0.13728857,0.624667845,0.872727273,0.638836329,0.254524909,0.838221381,0.626173266,0.322580645,0.294117647,0.357142857,0.357142857,0.920529801,0.476121524,139,12,9,5,6.926514387,0.162397861
16,0.547912223,0.925531915,0.925746693,0.851245548,0.98116975,0.925517981,0.92449923,0.914634146,0.934579439,0.934579439,0.916913947,0.979012264,309,28,21,300,33.71249533,0.13728857,0.599133881,0.884848485,0.645458846,0.281988479,0.833491012,0.640852331,0.344827586,0.333333333,0.357142857,0.357142857,0.933774834,0.477135264,141,10,9,5,7.011982441,0.162397861
17,0.494124645,0.952887538,0.954543762,0.906369956,0.989473929,0.952685478,0.949593496,0.926984127,0.973333333,0.973333333,0.93575419,0.986196533,335,23,8,292,33.21951437,0.13728857,0.584397153,0.896969697,0.652081362,0.314604559,0.837984863,0.65713238,0.37037037,0.384615385,0.357142857,0.357142857,0.947019868,0.453219634,143,8,9,5,6.861858845,0.162397861
18,0.520996858,0.930091185,0.929539571,0.860512401,0.981712278,0.929945564,0.933139535,0.917142857,0.949704142,0.949704142,0.909375,0.98249774,291,29,17,321,33.20869994,0.13728857,0.600938496,0.896969697,0.68448439,0.357643925,0.835856197,0.678657349,0.413793103,0.4,0.428571429,0.428571429,0.940397351,0.473381222,142,9,8,6,6.870852947,0.162397861
19,0.491958778,0.949848024,0.94700671,0.900000844,0.981406516,0.949187881,0.954979536,0.930851064,0.980392157,0.980392157,0.913621262,0.980068799,275,26,7,350,32.80690718,0.13728857,0.581268832,0.896969697,0.652081362,0.314604559,0.832071902,0.65713238,0.37037037,0.384615385,0.357142857,0.357142857,0.947019868,0.464908718,143,8,9,5,7.04610014,0.162397861
20,0.516905751,0.946808511,0.946966967,0.893971106,0.984573805,0.946808388,0.946889226,0.934131737,0.96,0.96,0.933933934,0.98040816,311,22,13,312,33.4500947,0.13728857,0.588166791,0.896969697,0.652081362,0.314604559,0.829943236,0.65713238,0.37037037,0.384615385,0.357142857,0.357142857,0.947019868,0.460630294,143,8,9,5,7.059146881,0.162397861
21,0.49378023,0.951367781,0.951151656,0.902804119,0.985239204,0.95132281,0.95280236,0.944444444,0.961309524,0.961309524,0.940993789,0.982435302,303,19,13,323,33.51868463,0.13728857,0.589989649,0.890909091,0.648770104,0.297540208,0.828287606,0.648770104,0.357142857,0.357142857,0.357142857,0.357142857,0.940397351,0.460577581,142,9,9,5,7.017361403,0.162397861
