epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.159650856,0.541033435,0.537909256,0.075932851,0.579761297,0.537921348,205,148,154,151,0.495081967,0.580736544,0.144825592,0.660606061,0.673902894,0.33810587,0.742296919,0.656964657,63,39,17,46,0.73015873,0.617647059
2,0.131237565,0.651975684,0.651831832,0.303754895,0.704790945,0.651839786,208,117,112,221,0.663663664,0.64,0.118088884,0.690909091,0.701447246,0.391485533,0.790071584,0.686300093,67,35,16,47,0.746031746,0.656862745
3,0.132091619,0.641337386,0.641858701,0.283575777,0.703155499,0.641307562,208,109,127,214,0.627565982,0.65615142,0.121692335,0.660606061,0.695144725,0.387050477,0.821661998,0.660493827,56,46,10,53,0.841269841,0.549019608
4,0.119023428,0.700607903,0.700591716,0.401062938,0.780399408,0.700490995,237,101,96,224,0.7,0.701183432,0.145573072,0.672727273,0.695845005,0.382627605,0.818238406,0.671266234,61,41,13,50,0.793650794,0.598039216
5,0.103700448,0.743161094,0.743160841,0.486314943,0.82180308,0.743155755,246,85,84,243,0.743119266,0.743202417,0.155885384,0.648484848,0.697478992,0.405241575,0.843448491,0.647851045,50,52,6,57,0.904761905,0.490196078
6,0.105467225,0.746200608,0.746072669,0.492234045,0.811982516,0.746101503,239,85,82,252,0.754491018,0.737654321,0.08483483,0.8,0.774509804,0.568459916,0.874727669,0.78150957,90,12,21,42,0.666666667,0.882352941
7,0.09805376,0.762917933,0.762269073,0.524975415,0.845282478,0.762424085,266,75,81,236,0.744479495,0.780058651,0.214764918,0.460606061,0.56372549,0.229837067,0.847805789,0.406066734,13,89,0,63,1,0.12745098
8,0.099570665,0.762917933,0.762550869,0.525218337,0.836787828,0.762602107,263,77,79,239,0.751572327,0.773529412,0.097042128,0.76969697,0.713585434,0.50765222,0.871304077,0.724225897,97,5,33,30,0.476190476,0.950980392
9,0.093116392,0.785714286,0.785691789,0.570884051,0.859117941,0.785352875,245,67,74,272,0.786127168,0.78525641,0.115162713,0.703030303,0.726423903,0.441845811,0.836445689,0.701451202,64,38,11,52,0.825396825,0.62745098
10,0.079053782,0.817629179,0.817609017,0.635288469,0.898286216,0.817614014,272,58,62,266,0.81097561,0.824242424,0.143925455,0.612121212,0.671101774,0.366050765,0.842359166,0.608888889,43,59,5,58,0.920634921,0.421568627
11,0.06313277,0.854103343,0.853972567,0.708049852,0.935757727,0.854017028,273,49,47,289,0.860119048,0.847826087,0.100459792,0.763636364,0.763305322,0.515884253,0.847338936,0.755555556,78,24,15,48,0.761904762,0.764705882
12,0.064566738,0.858662614,0.858609284,0.717308044,0.935356457,0.858636167,278,48,45,287,0.864457831,0.852760736,0.101154291,0.781818182,0.784080299,0.555758519,0.85480859,0.774863554,79,23,13,50,0.793650794,0.774509804
13,0.040525413,0.919452888,0.919404211,0.837617162,0.975749403,0.918754645,272,24,29,333,0.919889503,0.918918919,0.139021443,0.678787879,0.709850607,0.413380917,0.84562714,0.678362573,59,43,10,53,0.841269841,0.578431373
14,0.04148234,0.917933131,0.917290503,0.834581006,0.974031657,0.917290503,331,27,27,273,0.91,0.924581006,0.15226111,0.721212121,0.741129785,0.469293229,0.812480548,0.718888889,67,35,11,52,0.825396825,0.656862745
15,0.031769792,0.934650456,0.934985423,0.869379632,0.986343653,0.934583826,318,25,18,297,0.942857143,0.927113703,0.12179858,0.787878788,0.78898226,0.566192114,0.854652972,0.780626781,80,22,13,50,0.793650794,0.784313725
