epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.167581227,0.577507599,0.577357618,0.1546752,0.587245747,0.577316253,183,137,141,197,0.582840237,0.571875,0.142099584,0.527272727,0.608543417,0.273448997,0.799875506,0.507575758,27,75,3,60,0.952380952,0.264705882
2,0.135649937,0.636778116,0.636961451,0.273676048,0.692655838,0.636589261,217,126,113,202,0.641269841,0.632653061,0.127362927,0.642424242,0.698646125,0.417679289,0.834422658,0.640522876,47,55,4,59,0.936507937,0.460784314
3,0.13442481,0.629179331,0.628268034,0.256612102,0.685958562,0.628300227,223,121,123,191,0.608280255,0.648255814,0.107578062,0.709090909,0.755602241,0.516291219,0.889044507,0.708994709,57,45,3,60,0.952380952,0.558823529
4,0.12760715,0.668693009,0.668582783,0.337165565,0.721385333,0.668582783,214,109,109,226,0.674626866,0.6625387,0.103838221,0.739393939,0.774042951,0.539832254,0.8881108,0.73904888,64,38,5,58,0.920634921,0.62745098
5,0.11101495,0.708206687,0.708206687,0.416482639,0.78479966,0.708182423,236,93,99,230,0.699088146,0.717325228,0.112948399,0.715151515,0.73015873,0.447348161,0.804699658,0.711720754,68,34,13,50,0.793650794,0.666666667
6,0.102872729,0.744680851,0.742501115,0.485761148,0.81567332,0.742818057,217,87,81,273,0.771186441,0.713815789,0.088936087,0.8,0.765406162,0.567803165,0.88032991,0.776008886,93,9,24,39,0.619047619,0.911764706
7,0.108181916,0.718844985,0.718417858,0.436522343,0.807717968,0.718219549,252,95,90,221,0.710610932,0.726224784,0.089625091,0.824242424,0.800186741,0.621632187,0.870992842,0.807993259,92,10,19,44,0.698412698,0.901960784
8,0.104724775,0.746200608,0.745999335,0.492561036,0.814454136,0.745988817,255,77,90,236,0.72392638,0.768072289,0.087457808,0.83030303,0.814192344,0.636967121,0.872704637,0.817938209,90,12,16,47,0.746031746,0.882352941
9,0.102914587,0.743161094,0.742478122,0.485030362,0.824739547,0.742513459,228,85,84,261,0.756521739,0.728434505,0.106099655,0.793939394,0.812091503,0.606507714,0.895269219,0.791170339,75,27,7,56,0.888888889,0.735294118
10,0.089870478,0.79787234,0.797029887,0.594172733,0.867327825,0.797084513,242,67,66,283,0.810888252,0.783171521,0.081096831,0.83030303,0.808123249,0.635107349,0.893246187,0.815318196,92,10,18,45,0.714285714,0.901960784
