epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,2.219914348,0.518968134,0.512300711,0.024814189,0.506681638,0.511773133,0.452504318,0.471223022,0.435215947,0.435215947,0.589385475,0.474486579,211,147,170,131,47.14060712,3.715651989,1.053702388,0.829268293,0.696383087,0.278117518,0.76693836,0.617715618,0.333333333,0.24137931,0.538461538,0.538461538,0.854304636,0.30005966,129,22,6,7,7.550936699,4.724401951
2,2.005290416,0.529590288,0.526545718,0.053065355,0.539011631,0.526527793,0.564606742,0.566197183,0.56302521,0.56302521,0.490066225,0.582313825,148,154,156,201,48.42609477,3.714553356,8.337981362,0.62195122,0.689251146,0.207129671,0.74350484,0.495934959,0.243902439,0.144927536,0.769230769,0.769230769,0.609271523,0.178169895,92,59,3,10,7.482257605,4.715246677
3,1.970952775,0.559939302,0.559999263,0.12003723,0.601185432,0.559889644,0.564564565,0.556213018,0.573170732,0.573170732,0.546827795,0.603674529,181,150,140,188,46.59294868,3.713774681,1.129783562,0.81097561,0.756749873,0.335153799,0.88053999,0.628117914,0.367346939,0.25,0.692307692,0.692307692,0.821192053,0.559379786,124,27,4,9,7.5776546,4.715246677
4,1.936848217,0.569044006,0.568816342,0.137651711,0.594113961,0.568820613,0.559006211,0.560747664,0.557275542,0.557275542,0.580357143,0.59748832,195,141,143,180,54.57152414,3.713774681,2.800387185,0.463414634,0.708609272,0.231735618,0.858634743,0.408427611,0.228070175,0.128712871,1,1,0.417218543,0.375628257,63,88,0,13,8.055090427,4.715246677
5,1.707484901,0.614567527,0.613296675,0.226981099,0.667823006,0.613348671,0.635057471,0.626062323,0.644314869,0.644314869,0.582278481,0.684778108,184,132,122,221,48.1148119,3.713774681,1.753135599,0.670731707,0.575140092,0.086808538,0.533876719,0.487855656,0.181818182,0.113207547,0.461538462,0.461538462,0.688741722,0.157390298,104,47,7,6,7.793539286,4.715246677
6,1.588641928,0.617602428,0.617622135,0.235248605,0.680214244,0.617601547,0.618181818,0.614457831,0.62195122,0.62195122,0.613293051,0.674588905,203,128,124,204,47.20949531,3.713774681,1.708266781,0.68902439,0.760825267,0.292581938,0.858380031,0.550684932,0.301369863,0.183333333,0.846153846,0.846153846,0.675496689,0.315090396,102,49,2,11,7.684994459,4.715246677
7,1.484016958,0.635811836,0.635828877,0.271527604,0.682394431,0.635670057,0.642857143,0.65060241,0.635294118,0.635294118,0.636363636,0.687790813,203,116,124,216,47.72279239,3.713774681,1.311582849,0.719512195,0.777381559,0.317448395,0.892766174,0.573303167,0.323529412,0.2,0.846153846,0.846153846,0.708609272,0.485143137,107,44,2,11,7.726641417,4.715246677
8,1.362426296,0.685887709,0.685901923,0.371803846,0.747236755,0.685887709,0.685887709,0.68902439,0.682779456,0.682779456,0.68902439,0.732719408,226,102,105,226,47.07632613,3.713774681,1.268449679,0.75,0.72363729,0.268976567,0.867549669,0.576334194,0.305084746,0.195652174,0.692307692,0.692307692,0.754966887,0.36734452,114,37,4,9,7.576181889,4.715246677
9,1.230316534,0.716236722,0.715149274,0.430378116,0.786666975,0.715187401,0.732474964,0.731428571,0.733524355,0.733524355,0.696774194,0.804796476,216,94,93,256,46.92184734,3.713774681,1.497292281,0.658536585,0.814569536,0.344286869,0.881813551,0.544715447,0.317073171,0.188405797,1,1,0.629139073,0.504982438,95,56,0,13,7.641678572,4.715246677
10,1.173799472,0.73292868,0.732878858,0.465757715,0.797162598,0.732878858,0.736526946,0.736526946,0.736526946,0.736526946,0.729230769,0.792651908,237,88,88,246,47.21988153,3.713774681,1.40083632,0.634146341,0.731023943,0.252848737,0.844625573,0.512195122,0.268292683,0.15942029,0.846153846,0.846153846,0.61589404,0.482684079,93,58,2,11,7.521140337,4.715246677
