epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.11675965785272532,0.6702127659574468,0.6704831078583573,0.3410844319059493,0.7207344570119021,0.6701937224412677,218,116,101,223,0.6882716049382716,0.6526946107784432,0.10545676884925868,0.7212121212121212,0.6956115779645191,0.3997105462627082,0.7640834111422348,0.6988095238095238,82,20,26,37,0.5873015873015873,0.803921568627451
2,0.11639539107374598,0.6732522796352584,0.6734657089769545,0.3468432570924297,0.7335847731033398,0.6732334116353574,219,102,113,224,0.6646884272997032,0.6822429906542056,0.120064374912216,0.6727272727272727,0.7079831932773109,0.4125143236626951,0.8319327731092436,0.6726190476190477,57,45,9,54,0.8571428571428571,0.5588235294117647
3,0.10977654804767174,0.6884498480243161,0.6884100820459753,0.3768323502711962,0.7675271638702047,0.6884145848492198,230,102,103,223,0.6840490797546013,0.6927710843373494,0.11337483716365623,0.7151515151515152,0.742296918767507,0.47401589383930387,0.8208839091192032,0.7141013824884792,64,38,9,54,0.8571428571428571,0.6274509803921569
4,0.10932151857752206,0.709726443768997,0.7096362829895764,0.41929387682901686,0.7723857839875804,0.7096452986417708,228,96,95,239,0.7155688622754491,0.7037037037037037,0.09517810893166496,0.7272727272727273,0.7338935574229692,0.4552098888598973,0.8470276999688763,0.7213779128672746,72,30,15,48,0.7619047619047619,0.7058823529411765
5,0.10923190803145338,0.7006079027355623,0.6986650125907272,0.399053486536389,0.7746259813360984,0.6989383667430782,206,108,89,255,0.7412790697674418,0.6560509554140127,0.1263994117076677,0.5878787878787879,0.6545284780578898,0.3446923799387385,0.8618113912231559,0.5810931899641577,38,64,4,59,0.9365079365079365,0.37254901960784315
6,0.10896922643706881,0.6930091185410334,0.6924620791712912,0.3851094201610667,0.7671753607103219,0.6925290547042713,215,103,99,241,0.7088235294117647,0.6761006289308176,0.14014352999448057,0.593939393939394,0.6563958916900093,0.341215551671612,0.7858699035169623,0.5890487342477975,40,62,5,58,0.9206349206349206,0.39215686274509803
7,0.09655922876620003,0.7583586626139818,0.75575233579696,0.5128150216058702,0.8345651466555106,0.756263934414772,280,75,84,219,0.7227722772277227,0.7887323943661971,0.11288029518741441,0.6484848484848484,0.703548085901027,0.4257223839967829,0.877217553688142,0.6469155844155844,48,54,4,59,0.9365079365079365,0.47058823529411764
8,0.09127391138224435,0.7948328267477204,0.7947840147840148,0.5895925453602753,0.8634234234234234,0.7947944363719527,257,68,67,266,0.7987987987987988,0.7907692307692308,0.08921178430318832,0.7818181818181819,0.7840802987861811,0.5557585190774883,0.8615001556178027,0.7748635536688903,79,23,13,50,0.7936507936507936,0.7745098039215687
9,0.08691280642326207,0.7933130699088146,0.7935843019761237,0.586897309210575,0.8716305564032143,0.7932653212094329,256,63,73,266,0.7846607669616519,0.8025078369905956,0.1004569881921073,0.7636363636363637,0.7329598506069095,0.4872373156293456,0.8261749144102085,0.739737108190091,88,14,25,38,0.6031746031746031,0.8627450980392157
10,0.08635727814922398,0.7993920972644377,0.7988623751387347,0.5981896732048037,0.8743803181650018,0.7990281827016521,277,63,69,249,0.7830188679245284,0.8147058823529412,0.12171684792377503,0.6727272727272727,0.7170868347338936,0.4384939118896701,0.8594771241830065,0.6726190476190477,54,48,6,57,0.9047619047619048,0.5294117647058824
