epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.1232366907271616,0.6474164133738601,0.6383714392803599,0.27964023712924796,0.6729713268365817,0.639080394548945,263,105,127,163,0.5620689655172414,0.7146739130434783,0.15448220591453543,0.49696969696969695,0.5840336134453781,0.2277295419960245,0.7947401182695301,0.4687948489197471,22,80,3,60,0.9523809523809523,0.21568627450980393
2,0.12042617380596403,0.6550151975683891,0.6532443455691509,0.3069371332881806,0.7033231368186875,0.6533940998610013,193,117,110,238,0.6839080459770115,0.6225806451612903,0.10404379872313466,0.7212121212121212,0.7198879551820728,0.4301762735998307,0.7906940553999378,0.7123256519102485,74,28,18,45,0.7142857142857143,0.7254901960784313
3,0.11734104304826368,0.6382978723404256,0.6382760532150776,0.2765827714085086,0.7103566149297857,0.6382677951068076,213,117,121,207,0.6310975609756098,0.6454545454545455,0.1064497284501432,0.7090909090909091,0.6888422035480859,0.3801174687400769,0.7710862122626828,0.6899467585342938,79,23,25,38,0.6031746031746031,0.7745098039215687
4,0.10132257816435537,0.7492401215805471,0.7490736890736891,0.49838920566236994,0.8174174174174176,0.7491097405133349,254,79,86,239,0.7353846153846154,0.7627627627627628,0.08147263661565551,0.793939393939394,0.7908496732026145,0.5729395129651286,0.8825085589791472,0.7853535353535354,82,20,14,49,0.7777777777777778,0.803921568627451
5,0.10753505005809764,0.7279635258358662,0.7276234924448963,0.45564509292645916,0.7834527055126842,0.7276861577303404,229,94,85,250,0.746268656716418,0.7089783281733746,0.0951320147927267,0.7636363636363637,0.7875816993464052,0.560112033611204,0.87177093059446,0.7619223796662844,70,32,7,56,0.8888888888888888,0.6862745098039216
6,0.10500024163976629,0.723404255319149,0.7203244336794825,0.44294856561831947,0.7910669376467423,0.7209265473527219,207,100,82,269,0.7663817663817664,0.6742671009771987,0.08167451851810496,0.7757575757575758,0.7518674136321195,0.5168506613481619,0.8776844070961718,0.756860090007567,87,15,22,41,0.6507936507936508,0.8529411764705882
7,0.09916694214041019,0.7659574468085106,0.7651062647589943,0.5305664076048399,0.8276149465203501,0.7652547791358173,270,75,79,234,0.7476038338658147,0.782608695652174,0.08707103286925928,0.7636363636363637,0.7724089635854342,0.5301696010973056,0.8773731714908186,0.7585275244849713,75,27,12,51,0.8095238095238095,0.7352941176470589
8,0.08433659525452278,0.7948328267477204,0.794947142751534,0.5898370574714381,0.884896872920825,0.7948285618597776,260,64,71,263,0.7874251497005988,0.8024691358024691,0.09377638223659561,0.7757575757575758,0.7882819794584501,0.5604842270681868,0.8667911609088079,0.7716988893459482,75,27,10,53,0.8412698412698413,0.7352941176470589
9,0.07840390443394249,0.8328267477203647,0.8329175905395417,0.6669452154942048,0.9071045824094603,0.8327015532544378,265,65,45,283,0.8628048780487805,0.803030303030303,0.08125995837309095,0.793939393939394,0.7756769374416432,0.5588842273520559,0.8862433862433863,0.7789249684741488,87,15,19,44,0.6984126984126984,0.8529411764705882
10,0.0770506847134613,0.8328267477203647,0.8328343313373254,0.6656194577617939,0.9083176240112368,0.8328020328020328,270,54,56,278,0.8323353293413174,0.8333333333333334,0.08269369527024317,0.7636363636363637,0.7329598506069095,0.4872373156293456,0.8778400248988485,0.739737108190091,88,14,25,38,0.6031746031746031,0.8627450980392157
11,0.07202799600127258,0.8449848024316109,0.8445018136057443,0.6893864708411926,0.9201689614331188,0.8446619019404533,263,53,49,293,0.8567251461988304,0.8322784810126582,0.09135756276951856,0.7636363636363637,0.7815126050420168,0.5471621525975282,0.868814192343604,0.7607895617263298,72,30,9,54,0.8571428571428571,0.7058823529411765
12,0.07384862215612027,0.8404255319148937,0.8405665172589067,0.6810229015554576,0.916477981608983,0.8404163173102908,279,56,49,274,0.848297213622291,0.8328358208955224,0.10016470059124102,0.7151515151515152,0.7453314659197012,0.4814603297877927,0.8488951136009959,0.7144803210485622,63,39,8,55,0.873015873015873,0.6176470588235294
13,0.06960406653458497,0.851063829787234,0.8513120882374714,0.7021565397000271,0.9325357169294544,0.8509522928994083,289,53,45,271,0.8575949367088608,0.8450292397660819,0.08567556352298482,0.7818181818181819,0.7810457516339869,0.5515492265123715,0.8618113912231559,0.7738349070971673,80,22,14,49,0.7777777777777778,0.7843137254901961
14,0.060068001911202644,0.8875379939209727,0.8874474474474474,0.7750667929409648,0.9571633171633172,0.8875005776073195,298,35,39,286,0.88,0.8948948948948949,0.09266210048941963,0.7696969696969697,0.7894491129785248,0.5627533939793941,0.8586990351696234,0.7672260172260172,72,30,8,55,0.873015873015873,0.7058823529411765
15,0.057102749067554,0.8996960486322189,0.8993100893642636,0.7988717499363973,0.9585220169467982,0.8994275233437083,279,34,32,313,0.9072463768115943,0.8913738019169329,0.09398863741746509,0.7575757575757576,0.776610644257703,0.5377925579561145,0.8689698101462807,0.754974754974755,71,31,9,54,0.8571428571428571,0.696078431372549
16,0.058991952660553,0.8829787234042553,0.8826830621301776,0.7657733328124643,0.9509615384615384,0.8828355706637991,279,41,36,302,0.893491124260355,0.871875,0.08881933515307953,0.7757575757575758,0.7822128851540616,0.5501427518776012,0.8604108309990662,0.7700478360766884,77,25,12,51,0.8095238095238095,0.7549019607843137
17,0.048596128916203706,0.9270516717325228,0.9274130917159764,0.8545102247505136,0.9752819896449704,0.927040887040887,309,29,19,301,0.940625,0.9142011834319527,0.09133148902511022,0.7636363636363637,0.7754435107376283,0.5355233910449072,0.8644568938686585,0.7593582887700535,74,28,11,52,0.8253968253968254,0.7254901960784313
18,0.05258518466329638,0.9148936170212766,0.9143506493506494,0.8290397513593551,0.9701113172541744,0.9145113542507679,323,27,29,279,0.9058441558441559,0.9228571428571428,0.08629341856632607,0.7515151515151515,0.7352941176470589,0.4720597468133126,0.8664799253034547,0.736,82,20,21,42,0.6666666666666666,0.803921568627451
19,0.049677140924422845,0.9027355623100304,0.9013610829040162,0.8036810965853494,0.9727923160768018,0.9018066164880569,265,34,30,329,0.9164345403899722,0.8862876254180602,0.0912800871890532,0.7696969696969697,0.7773109243697479,0.5401080324108039,0.8591658885776533,0.7642857142857142,76,26,12,51,0.8095238095238095,0.7450980392156863
20,0.04754933366116057,0.9300911854103343,0.9304006284367635,0.8608012568735272,0.9761656115706299,0.9300911854103343,306,29,17,306,0.9473684210526315,0.9134328358208955,0.09457472354981554,0.7878787878787878,0.8011204481792717,0.5854450630914664,0.8655462184873949,0.7840394899218428,76,26,9,54,0.8571428571428571,0.7450980392156863
