epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,1.397123996,0.553191489,0.548113208,0.101052177,0.577168886,0.53986014,0.618181818,0.553488372,0.7,0.7,0.396226415,0.576050782,126,192,102,238,33.90609241,0.135640621,1.23758768,0.812121212,0.686993927,0.254829768,0.756578947,0.601169591,0.311111111,0.21875,0.538461538,0.538461538,0.835526316,0.328681748,127,25,6,7,7.217809677,0.160200596
2,1.293910571,0.604863222,0.599617658,0.201733202,0.670077118,0.599231634,0.64673913,0.618181818,0.678062678,0.678062678,0.521172638,0.699773325,160,147,113,238,259.7440045,0.136739254,1.096288942,0.836363636,0.664979757,0.243983272,0.768977733,0.607454401,0.307692308,0.230769231,0.461538462,0.461538462,0.868421053,0.290135312,132,20,7,6,7.161043167,0.161299229
3,1.213121039,0.683890578,0.683333333,0.366843141,0.750124861,0.683396254,0.695906433,0.691860465,0.7,0.7,0.666666667,0.754691263,212,106,102,238,166.1677363,0.136739254,1.661204419,0.321212121,0.596406883,0.119248879,0.781376518,0.2995755,0.176470588,0.097560976,0.923076923,0.923076923,0.269736842,0.225242141,41,111,1,12,6.92822957,0.161299229
4,1.209836251,0.682370821,0.682174556,0.364320483,0.751035503,0.682158664,0.69037037,0.691394659,0.689349112,0.689349112,0.675,0.763573144,216,104,105,233,95.22147441,0.136739254,1.255531312,0.709090909,0.771761134,0.307936739,0.801366397,0.564835165,0.314285714,0.192982456,0.846153846,0.846153846,0.697368421,0.293499752,106,46,2,11,7.276019096,0.161299229
5,1.157451764,0.711246201,0.71092833,0.422168902,0.785324153,0.710979185,0.702194357,0.711111111,0.693498452,0.693498452,0.728358209,0.776270749,244,91,99,224,84.2334671,0.136739254,1.033007243,0.818181818,0.76062753,0.343508949,0.817054656,0.634308511,0.375,0.257142857,0.692307692,0.692307692,0.828947368,0.3505549,126,26,4,9,6.996437311,0.161299229
6,1.020919928,0.79787234,0.79588537,0.592870833,0.864169826,0.796344089,0.813986014,0.806094183,0.822033898,0.822033898,0.769736842,0.877095818,234,70,63,291,48.14832687,0.136739254,1.000455246,0.818181818,0.655111336,0.219582918,0.814524291,0.59077381,0.285714286,0.206896552,0.461538462,0.461538462,0.848684211,0.31018369,129,23,7,6,7.316156626,0.161299229
7,0.946092454,0.814589666,0.813853776,0.628126501,0.892850859,0.814033007,0.803858521,0.809061489,0.798722045,0.798722045,0.828985507,0.876159813,286,59,63,250,46.37040305,0.136739254,0.846006706,0.836363636,0.594635628,0.150002595,0.81958502,0.568523002,0.228571429,0.181818182,0.307692308,0.307692308,0.881578947,0.332464137,134,18,9,4,7.045277834,0.161299229
8,0.93844405,0.806990881,0.806966001,0.614031286,0.889283075,0.806969035,0.804915515,0.811145511,0.798780488,0.798780488,0.815151515,0.885527714,269,61,66,262,44.89432788,0.136739254,0.806121383,0.848484848,0.601214575,0.167096565,0.801619433,0.579124579,0.242424242,0.2,0.307692308,0.307692308,0.894736842,0.364414377,136,16,9,4,6.977530956,0.161299229
9,0.929523892,0.813069909,0.813063562,0.626135802,0.892997044,0.813066023,0.813918306,0.812688822,0.815151515,0.815151515,0.81097561,0.889936504,266,62,61,269,37.11143136,0.136739254,0.722384479,0.872727273,0.579200405,0.153143432,0.823380567,0.576457646,0.222222222,0.214285714,0.230769231,0.230769231,0.927631579,0.36810061,141,11,10,3,7.025482178,0.161299229
10,0.824140191,0.849544073,0.849281589,0.69944592,0.921155001,0.849390668,0.854197349,0.838150289,0.870870871,0.870870871,0.827692308,0.910962485,269,56,43,290,45.27785635,0.136739254,0.998847695,0.812121212,0.827682186,0.411994384,0.836285425,0.651590491,0.41509434,0.275,0.846153846,0.846153846,0.809210526,0.285627766,123,29,2,11,7.119298935,0.161299229
