epoch,train_loss,val_dice,best_dice_so_far,best_epoch_so_far,epochs_no_improve,epoch_time_sec
1,0.7210792884230613,0.0,0.0,1,0,45.78600311279297
2,0.6548910781741142,0.00025906733935698867,0.00025906733935698867,2,0,18.795851469039917
3,0.630632284283638,0.28141605854034424,0.28141605854034424,3,0,18.84737253189087
4,0.6075353696942329,0.3359626233577728,0.3359626233577728,4,0,18.80585026741028
5,0.5841038525104523,0.48790591955184937,0.48790591955184937,5,0,18.82979416847229
6,0.5627134650945663,0.5050159096717834,0.5050159096717834,6,0,18.815326690673828
7,0.5430182628333569,0.4717068672180176,0.5050159096717834,6,1,18.620139598846436
8,0.525130758434534,0.5604984164237976,0.5604984164237976,8,0,18.78459668159485
9,0.5081731833517551,0.5843579173088074,0.5843579173088074,9,0,18.80205225944519
10,0.4943182855844498,0.568670928478241,0.5843579173088074,9,1,19.111825466156006
11,0.4813694767653942,0.5757891535758972,0.5843579173088074,9,2,18.686553716659546
12,0.46639512181282045,0.5782820582389832,0.5843579173088074,9,3,18.739317893981934
13,0.44810755252838136,0.6415756940841675,0.6415756940841675,13,0,18.84450650215149
14,0.43642412275075915,0.5985175371170044,0.6415756940841675,13,1,18.636740684509277
15,0.41858083084225656,0.6210115551948547,0.6415756940841675,13,2,18.65188455581665
16,0.4057798199355602,0.6024477481842041,0.6415756940841675,13,3,18.632537841796875
17,0.3839995637536049,0.6554576754570007,0.6554576754570007,17,0,18.795037031173706
18,0.3688286267220974,0.6414614915847778,0.6554576754570007,17,1,18.656882524490356
19,0.35055766105651853,0.6280879974365234,0.6554576754570007,17,2,18.590718746185303
20,0.33153448924422263,0.6835301518440247,0.6835301518440247,20,0,18.83831787109375
21,0.31545487977564335,0.5899982452392578,0.6835301518440247,20,1,18.645631790161133
22,0.30469868890941143,0.6586822271347046,0.6835301518440247,20,2,18.597402334213257
23,0.28600483052432535,0.6460023522377014,0.6835301518440247,20,3,18.585519790649414
24,0.26272649206221105,0.6415337324142456,0.6835301518440247,20,4,18.63723134994507
25,0.2465149700641632,0.6716421246528625,0.6835301518440247,20,5,18.62526297569275
26,0.2343758124858141,0.6874046325683594,0.6874046325683594,26,0,18.81697726249695
27,0.22552062906324863,0.47679585218429565,0.6874046325683594,26,1,18.615052223205566
28,0.2200996797531843,0.6068565249443054,0.6874046325683594,26,2,18.627381563186646
29,0.2048355419188738,0.6606546640396118,0.6874046325683594,26,3,18.59337067604065
30,0.18713497780263424,0.6842048764228821,0.6874046325683594,26,4,18.594276905059814
31,0.17838451974093913,0.6517674326896667,0.6874046325683594,26,5,18.72487187385559
32,0.16472676377743484,0.6649413704872131,0.6874046325683594,26,6,18.580021381378174
33,0.15962204653769732,0.6536230444908142,0.6874046325683594,26,7,18.58907151222229
34,0.15088659133762122,0.6733202934265137,0.6874046325683594,26,8,18.59369421005249
35,0.14986914731562137,0.6508764028549194,0.6874046325683594,26,9,18.656710147857666
36,0.14325359649956226,0.654274582862854,0.6874046325683594,26,10,18.63275957107544
37,0.139870017580688,0.6686205267906189,0.6874046325683594,26,11,18.543559074401855
38,0.12875272575765848,0.6899104714393616,0.6899104714393616,38,0,18.817667245864868
39,0.13200559467077255,0.6504976153373718,0.6899104714393616,38,1,18.621477127075195
40,0.12170488573610783,0.6536345481872559,0.6899104714393616,38,2,18.597880601882935
41,0.12160734590142966,0.678876519203186,0.6899104714393616,38,3,18.58520007133484
42,0.11499349102377891,0.6959698796272278,0.6959698796272278,42,0,18.74366021156311
43,0.11620957944542169,0.6011602878570557,0.6959698796272278,42,1,18.49682378768921
44,0.1166402654722333,0.633691668510437,0.6959698796272278,42,2,18.717865705490112
45,0.10731538161635398,0.6591842770576477,0.6959698796272278,42,3,18.548389673233032
46,0.10631742533296347,0.6488420963287354,0.6959698796272278,42,4,18.618489980697632
47,0.10389585830271245,0.6753953695297241,0.6959698796272278,42,5,18.536055088043213
48,0.10751862246543169,0.6843746304512024,0.6959698796272278,42,6,18.6146240234375
49,0.09860907308757305,0.669455885887146,0.6959698796272278,42,7,18.58865261077881
50,0.09991144612431527,0.6888241767883301,0.6959698796272278,42,8,18.610883474349976
51,0.09500630414113402,0.6867359280586243,0.6959698796272278,42,9,18.635336875915527
52,0.09219817826524376,0.6783161759376526,0.6959698796272278,42,10,18.84080195426941
53,0.09379915567114949,0.674736499786377,0.6959698796272278,42,11,18.629031658172607
54,0.09351806221529842,0.6837166547775269,0.6959698796272278,42,12,18.635491371154785
55,0.08899168269708753,0.6893032193183899,0.6959698796272278,42,13,18.586957931518555
56,0.08672342365607619,0.665990948677063,0.6959698796272278,42,14,18.610751152038574
57,0.08650544779375195,0.6776530742645264,0.6959698796272278,42,15,18.57804036140442
58,0.08702216669917107,0.6469746232032776,0.6959698796272278,42,16,18.621654987335205
59,0.08659210596233606,0.6321017146110535,0.6959698796272278,42,17,18.634455680847168
60,0.08327474426478147,0.6506007313728333,0.6959698796272278,42,18,18.56566286087036
61,0.08014930784702301,0.680204451084137,0.6959698796272278,42,19,18.596312284469604
62,0.0786793009378016,0.6682197451591492,0.6959698796272278,42,20,18.61620020866394
63,0.07769868401810527,0.6762952208518982,0.6959698796272278,42,21,18.661089658737183
64,0.07910344330593944,0.6894737482070923,0.6959698796272278,42,22,18.634695529937744
65,0.08180333618074656,0.6483209729194641,0.6959698796272278,42,23,18.648662567138672
