row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,118,10,20,58,0.855072463768116,0.921875,0.8872180451127819,0.8529411764705882,0.7435897435897436,0.7945205479452054,0.8773036858974359,0.8435281746909995
Cal@0.5,0.5,118,10,20,58,0.855072463768116,0.921875,0.8872180451127819,0.8529411764705882,0.7435897435897436,0.7945205479452054,0.8774038461538461,0.8436230556704074
Cal@topt_ens,0.48371014595031736,114,14,18,60,0.8636363636363636,0.890625,0.8769230769230769,0.8108108108108109,0.7692307692307693,0.7894736842105263,0.8774038461538461,0.8436230556704074
