epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.211164684,0.492401216,0.492215292,-0.015575461,0.505132825,0.492171325,155,170,164,169,0.507507508,0.476923077,0.140976956,0.636363636,0.654295051,0.300781108,0.712107065,0.634092253,59,43,17,46,0.73015873,0.578431373
2,0.189242957,0.550151976,0.55008547,0.10017094,0.574742435,0.55008547,185,148,148,177,0.544615385,0.555555556,0.326911508,0.551515152,0.56442577,0.125590901,0.592436975,0.548713779,52,50,24,39,0.619047619,0.509803922
3,0.184051714,0.565349544,0.564911793,0.129708326,0.584136686,0.56477053,174,139,147,198,0.573913043,0.555910543,0.111850738,0.703030303,0.702147526,0.394941008,0.7648615,0.694224878,72,30,19,44,0.698412698,0.705882353
4,0.179619433,0.572948328,0.57287124,0.145760661,0.619109875,0.572868419,184,142,139,193,0.581325301,0.564417178,0.229476454,0.43030303,0.536181139,0.147338669,0.786181139,0.364760813,9,93,1,62,0.984126984,0.088235294
5,0.14840312,0.610942249,0.606321759,0.213900004,0.652289313,0.606488749,166,137,119,236,0.664788732,0.547854785,0.257467908,0.393939394,0.509803922,0.087054532,0.773887333,0.297991831,2,100,0,63,1,0.019607843
6,0.156899987,0.624620061,0.622207695,0.245053618,0.672346325,0.622351364,180,129,118,231,0.661891117,0.582524272,0.116518938,0.715151515,0.724089636,0.435680047,0.800186741,0.709995886,70,32,15,48,0.761904762,0.68627451
7,0.132596356,0.671732523,0.671610483,0.343259031,0.731536926,0.671623308,215,109,107,227,0.679640719,0.663580247,0.123468728,0.703030303,0.735527544,0.463961452,0.835200747,0.702637096,61,41,8,55,0.873015873,0.598039216
8,0.13383282,0.668693009,0.668662675,0.337300415,0.737372477,0.668644029,216,108,110,224,0.670658683,0.666666667,0.087780247,0.8,0.795751634,0.583831046,0.861811391,0.791131229,83,19,14,49,0.777777778,0.81372549
9,0.126251232,0.680851064,0.680390795,0.360594638,0.752345233,0.680272109,238,107,103,210,0.670926518,0.689855072,0.101722202,0.793939394,0.77264239,0.557114461,0.828197946,0.777380952,88,14,20,43,0.682539683,0.862745098
10,0.12526749,0.697568389,0.697568389,0.395284708,0.764594747,0.697511799,234,95,104,225,0.683890578,0.711246201,0.120339728,0.678787879,0.718954248,0.437908497,0.839402428,0.678787879,56,46,7,56,0.888888889,0.549019608
