fold,epoch,train_loss,val_loss,val_dice,best_dice_so_far,best_epoch_so_far,epochs_no_improve,epoch_time_sec
3,1,0.8272129997611046,0.7137060105800629,0.15811070799827576,0.15811070799827576,1,0,38.98809099197388
3,2,0.6714192166924476,0.6296547591686249,0.24664506316184998,0.24664506316184998,2,0,39.361878633499146
3,3,0.604097418487072,0.5801610827445984,0.33746278285980225,0.33746278285980225,3,0,38.96618461608887
3,4,0.5626126676797867,0.5375830113887787,0.5365924835205078,0.5365924835205078,4,0,38.669299602508545
3,5,0.5242604725062847,0.4963830769062042,0.5704702138900757,0.5704702138900757,5,0,39.003875494003296
3,6,0.4895049646496773,0.4659062296152115,0.5673797726631165,0.5704702138900757,5,1,39.43579959869385
3,7,0.4558958873152733,0.43288774192333224,0.6983966827392578,0.6983966827392578,7,0,38.49018406867981
3,8,0.43082939460873604,0.40204856395721433,0.660400390625,0.6983966827392578,7,1,38.286598443984985
3,9,0.40116718113422395,0.37657191753387453,0.72850102186203,0.72850102186203,9,0,39.15749263763428
3,10,0.3723328173160553,0.3454464733600616,0.7114549875259399,0.72850102186203,9,1,38.83411192893982
3,11,0.3450167626142502,0.32360650300979615,0.7111743688583374,0.72850102186203,9,2,38.735811710357666
3,12,0.31891416274011136,0.30125520676374434,0.7000753879547119,0.72850102186203,9,3,38.90425205230713
3,13,0.2936879739165306,0.2766668453812599,0.714871883392334,0.72850102186203,9,4,38.58966612815857
3,14,0.2717894662171602,0.2458992138504982,0.7705021500587463,0.7705021500587463,14,0,39.560266733169556
3,15,0.25125739388167856,0.23960421234369278,0.7556759715080261,0.7705021500587463,14,1,39.120378255844116
3,16,0.2449771963059902,0.23199569880962373,0.7450716495513916,0.7705021500587463,14,2,39.10942029953003
3,17,0.22023811414837838,0.21305126398801805,0.744299590587616,0.7705021500587463,14,3,39.62742614746094
3,18,0.21145538240671158,0.19684925377368928,0.7705698013305664,0.7705021500587463,14,4,38.489142179489136
3,19,0.19141355846077204,0.19153670817613602,0.7595005035400391,0.7705021500587463,14,5,39.28849720954895
3,20,0.17901883590966464,0.1705013245344162,0.7879753112792969,0.7879753112792969,20,0,38.90599608421326
3,21,0.17355034351348878,0.1636294789612293,0.7877990007400513,0.7879753112792969,20,1,38.62552762031555
3,22,0.16293580159544946,0.15990457981824874,0.7825812101364136,0.7879753112792969,20,2,38.673317193984985
3,23,0.1529657093808055,0.14879699870944024,0.8014745712280273,0.8014745712280273,23,0,39.420387983322144
3,24,0.14935023803263903,0.1558196425437927,0.7781394720077515,0.8014745712280273,23,1,39.02531361579895
3,25,0.14471179470419884,0.1429946616292,0.7964832186698914,0.8014745712280273,23,2,38.78901290893555
3,26,0.135542001016438,0.13453962728381158,0.8094930648803711,0.8094930648803711,26,0,38.92131996154785
3,27,0.13333268128335476,0.1356594130396843,0.8018394708633423,0.8094930648803711,26,1,39.313363790512085
3,28,0.12828990146517755,0.13676278442144393,0.7949291467666626,0.8094930648803711,26,2,39.25195026397705
3,29,0.13252830021083356,0.1347470000386238,0.7994812726974487,0.8094930648803711,26,3,38.42735719680786
3,30,0.1285519102588296,0.1316727064549923,0.7991911768913269,0.8094930648803711,26,4,39.230276346206665
3,31,0.12369897235184908,0.13747043460607528,0.7883731722831726,0.8094930648803711,26,5,38.171348333358765
3,32,0.11662446223199367,0.1281822420656681,0.801092267036438,0.8094930648803711,26,6,39.34287905693054
3,33,0.11556187886744737,0.1261686258018017,0.801487147808075,0.8094930648803711,26,7,38.7654550075531
3,34,0.1186727261170745,0.12154289335012436,0.8092999458312988,0.8094930648803711,26,8,39.00896382331848
3,35,0.10995703805238008,0.12727490141987802,0.7955565452575684,0.8094930648803711,26,9,39.31732225418091
3,36,0.10647852718830109,0.12038061693310738,0.8076276779174805,0.8094930648803711,26,10,38.95744347572327
3,37,0.10805507954210043,0.1230724386870861,0.8032070398330688,0.8094930648803711,26,11,38.604530572891235
3,38,0.10492095723748207,0.1251624532043934,0.7973071336746216,0.8094930648803711,26,12,38.43939781188965
3,39,0.09888137485831976,0.1214038860052824,0.8019135594367981,0.8094930648803711,26,13,38.64090895652771
3,40,0.10163752743974327,0.12441724687814712,0.7954381108283997,0.8094930648803711,26,14,39.08367156982422
3,41,0.10724918190389872,0.11473918966948986,0.8127387166023254,0.8127387166023254,41,0,38.38518452644348
3,42,0.11132850050926209,0.12089872732758522,0.8018287420272827,0.8127387166023254,41,1,38.342069149017334
3,43,0.10929883942008019,0.1264067366719246,0.7916898727416992,0.8127387166023254,41,2,38.91132187843323
3,44,0.10251523973420262,0.12190853357315064,0.7977513670921326,0.8127387166023254,41,3,38.330373764038086
3,45,0.09795436942949891,0.11455191075801849,0.8097971677780151,0.8127387166023254,41,4,39.26550531387329
3,46,0.09792140433564782,0.11628753803670407,0.8056982159614563,0.8127387166023254,41,5,39.208221435546875
3,47,0.09486672319471837,0.11807663701474666,0.802014172077179,0.8127387166023254,41,6,38.89296364784241
3,48,0.10233660135418177,0.1185996424406767,0.8025263547897339,0.8127387166023254,41,7,38.96260142326355
3,49,0.09409153433516622,0.11911037862300873,0.7984889149665833,0.8127387166023254,41,8,38.682366371154785
3,50,0.09535422343760729,0.11752777732908726,0.802289605140686,0.8127387166023254,41,9,38.97547245025635
3,51,0.09412417635321617,0.10869476534426212,0.8172723054885864,0.8172723054885864,51,0,39.10247087478638
3,52,0.0911504128947854,0.1156919240951538,0.8041282892227173,0.8172723054885864,51,1,39.3718523979187
3,53,0.08888210076838732,0.11473588906228542,0.8052107095718384,0.8172723054885864,51,2,39.29807090759277
3,54,0.0942438674159348,0.11940679252147675,0.7982431650161743,0.8172723054885864,51,3,38.946431159973145
3,55,0.09098883597180248,0.12065382488071918,0.7937922477722168,0.8172723054885864,51,4,38.669628620147705
3,56,0.08579103341326118,0.11574413776397705,0.8031519055366516,0.8172723054885864,51,5,40.07755923271179
3,57,0.08755514547228813,0.11183649487793446,0.8105332255363464,0.8172723054885864,51,6,38.58785605430603
3,58,0.08620807575061917,0.11637245416641236,0.8002573251724243,0.8172723054885864,51,7,39.23395037651062
3,59,0.08780655637383461,0.12365601137280464,0.7872327566146851,0.8172723054885864,51,8,38.67423915863037
3,60,0.0839881494641304,0.1132488053292036,0.8058379292488098,0.8172723054885864,51,9,38.77786374092102
3,61,0.08508554082363844,0.11983166486024857,0.7938791513442993,0.8172723054885864,51,10,38.577858686447144
3,62,0.08249300429597498,0.10954525358974934,0.8123885989189148,0.8172723054885864,51,11,38.560248374938965
3,63,0.08341350816190243,0.1183027382940054,0.7958796620368958,0.8172723054885864,51,12,38.467686891555786
3,64,0.08465127106755972,0.10795477777719498,0.8145456314086914,0.8172723054885864,51,13,39.144325733184814
3,65,0.08637434747070075,0.12315095551311969,0.7876973152160645,0.8172723054885864,51,14,38.78796458244324
3,66,0.0897550038062036,0.10366786792874336,0.822229266166687,0.822229266166687,66,0,38.57101082801819
3,67,0.08821430373936892,0.10746398828923702,0.814875602722168,0.822229266166687,66,1,37.354745864868164
3,68,0.08371351202949881,0.1091196745634079,0.8120107650756836,0.822229266166687,66,2,38.69883966445923
3,69,0.07906291102990508,0.10755225867033005,0.8142107129096985,0.822229266166687,66,3,39.28268122673035
3,70,0.07941684303805233,0.12303930781781673,0.7875956892967224,0.822229266166687,66,4,38.53817319869995
3,71,0.07944407975301146,0.11351581439375877,0.8049260973930359,0.822229266166687,66,5,39.36222553253174
3,72,0.07677259156480432,0.11848568543791771,0.7944454550743103,0.822229266166687,66,6,39.000356912612915
3,73,0.07598227374255657,0.11736286580562591,0.7965351343154907,0.822229266166687,66,7,38.719720125198364
3,74,0.075430116802454,0.12332471869885922,0.7856553196907043,0.822229266166687,66,8,38.60278129577637
3,75,0.08047557743266225,0.11298373825848103,0.8037296533584595,0.822229266166687,66,9,38.57432460784912
3,76,0.08440072098746895,0.12482106462121009,0.7832694053649902,0.822229266166687,66,10,38.9484658241272
3,77,0.08448881413787604,0.10580367296934128,0.8166748285293579,0.822229266166687,66,11,38.585124015808105
3,78,0.07931661950424314,0.10657140836119652,0.8156536221504211,0.822229266166687,66,12,38.55129027366638
3,79,0.07550753904506564,0.10685356706380844,0.8139404058456421,0.822229266166687,66,13,39.434762954711914
3,80,0.07554097790271044,0.10890081524848938,0.8100320100784302,0.822229266166687,66,14,38.81865477561951
3,81,0.07483465522527695,0.10897137150168419,0.8109356164932251,0.822229266166687,66,15,38.5201690196991
3,82,0.07247114777565003,0.11826948449015617,0.7945505380630493,0.822229266166687,66,16,39.2774543762207
3,83,0.07377030234783888,0.10860072784125804,0.8108136057853699,0.822229266166687,66,17,38.73507070541382
3,84,0.0774618380703032,0.12039217464625836,0.7900075912475586,0.822229266166687,66,18,39.302552461624146
3,85,0.07717300094664097,0.10853696316480636,0.8103065490722656,0.822229266166687,66,19,38.69830775260925
3,86,0.07595541952177882,0.10790398493409156,0.8117555379867554,0.822229266166687,66,20,38.86816740036011
3,87,0.07428698400035501,0.10629587173461914,0.8144747018814087,0.822229266166687,66,21,39.461183071136475
3,88,0.07198434891179203,0.10696085430681705,0.8138126134872437,0.822229266166687,66,22,38.69820523262024
3,89,0.07168259061872959,0.10781447179615497,0.8119703531265259,0.822229266166687,66,23,38.69821310043335
3,90,0.07238296559080482,0.10956228412687778,0.8090642094612122,0.822229266166687,66,24,39.05316925048828
3,91,0.07193520916625858,0.11192739270627498,0.8044818639755249,0.822229266166687,66,25,38.50112795829773
3,92,0.07203175518661738,0.11132193431258201,0.8059579133987427,0.822229266166687,66,26,39.43055963516235
3,93,0.07025682087987661,0.11139198131859303,0.8056483268737793,0.822229266166687,66,27,38.61506724357605
3,94,0.06976524135097861,0.11166517548263073,0.8049352765083313,0.822229266166687,66,28,39.05047297477722
3,95,0.070159743539989,0.11648565120995044,0.7980210781097412,0.822229266166687,66,29,39.52725791931152
3,96,0.07063268478959799,0.11049298197031021,0.8078409433364868,0.822229266166687,66,30,38.78242802619934
3,97,0.07420820174738765,0.11450086757540703,0.8015905618667603,0.822229266166687,66,31,39.72077989578247
3,98,0.08156867856159807,0.11615231484174729,0.798305869102478,0.822229266166687,66,32,38.706117391586304
3,99,0.08015353344380856,0.10622036904096603,0.8142415285110474,0.822229266166687,66,33,38.49347925186157
3,100,0.07139392811805009,0.10861876457929612,0.8111866116523743,0.822229266166687,66,34,38.78450107574463
3,101,0.06878092251718045,0.1061626449227333,0.8147463798522949,0.822229266166687,66,35,38.85340356826782
3,102,0.07061780784279108,0.11098156534135342,0.8058902025222778,0.822229266166687,66,36,39.09933567047119
3,103,0.07155558997765184,0.10929311439394951,0.8089994192123413,0.822229266166687,66,37,39.367679834365845
3,104,0.06860055271536111,0.11109472252428532,0.8060311079025269,0.822229266166687,66,38,39.63216471672058
3,105,0.06909398082643747,0.10930813588202,0.8085641860961914,0.822229266166687,66,39,39.07023549079895
3,106,0.06951799243688583,0.11716209463775158,0.7947954535484314,0.822229266166687,66,40,38.31205892562866
3,107,0.06917350450530649,0.11778728403151036,0.7935214042663574,0.822229266166687,66,41,38.57115602493286
3,108,0.07112724045291544,0.11203391626477241,0.804188072681427,0.822229266166687,66,42,38.93793869018555
3,109,0.06777021717280149,0.11463758312165737,0.7998858690261841,0.822229266166687,66,43,38.89672303199768
3,110,0.06719294348731637,0.1046854417771101,0.8160846829414368,0.822229266166687,66,44,39.85412621498108
3,111,0.07241799607872963,0.11495792903006077,0.799696683883667,0.822229266166687,66,45,38.607383251190186
3,112,0.07439120979979634,0.11113580539822579,0.8055200576782227,0.822229266166687,66,46,38.7180962562561
3,113,0.07331089982762932,0.10876544080674648,0.8087714910507202,0.822229266166687,66,47,38.64476799964905
3,114,0.07450832165777684,0.11555750332772732,0.7987722158432007,0.822229266166687,66,48,37.7023561000824
3,115,0.07042445307597518,0.10536248385906219,0.8141330480575562,0.822229266166687,66,49,38.55402755737305
3,116,0.07027558805420994,0.10798788033425807,0.8107188940048218,0.822229266166687,66,50,38.36710548400879
