row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,189,0,17,0,0.9174757281553398,1.0,0.9569620253164557,0.0,0.0,0.0,0.8795518207282913,0.47829888934169795
Cal@0.5,0.5,187,2,13,4,0.935,0.9894179894179894,0.961439588688946,0.6666666666666666,0.23529411764705882,0.34782608695652173,0.8926237161531279,0.45297471349610463
Cal@topt_ens,0.3124338060617447,0,189,0,17,0.0,0.0,0.0,0.0825242718446602,1.0,0.15246636771300448,0.8926237161531279,0.45297471349610463
