row,threshold,TN,FP,FN,TP,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,pr_auc
Raw@0.5,0.5,106,22,26,52,0.803030303030303,0.828125,0.8153846153846154,0.7027027027027027,0.6666666666666666,0.6842105263157895,0.8130008012820514,0.7091582288774212
Cal@0.5,0.5,104,24,27,51,0.7938931297709924,0.8125,0.803088803088803,0.68,0.6538461538461539,0.6666666666666666,0.7719350961538461,0.6087436872645176
Cal@topt_ens,0.503240567445755,113,15,45,33,0.7151898734177216,0.8828125,0.7902097902097902,0.6875,0.4230769230769231,0.5238095238095238,0.7719350961538461,0.6087436872645176
