epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.1251950524690928,0.6069802731411229,0.6069652199543143,0.21393438096587414,0.6471428045096161,0.6069657927763001,202,129,130,198,0.6036585365853658,0.6102719033232629,0.11989216242985028,0.6463414634146342,0.6429475015812777,0.27858990863791155,0.7183744465528147,0.6357230392156863,67,35,23,39,0.6290322580645161,0.6568627450980392
2,0.12014644792811437,0.629742033383915,0.629204526604862,0.25870723640956433,0.6971681073409882,0.6292084048185658,220,117,127,195,0.6055900621118012,0.6528189910979229,0.11564539918085424,0.6829268292682927,0.7039848197343453,0.39671227917792207,0.7553763440860215,0.6805992509363296,63,39,13,49,0.7903225806451613,0.6176470588235294
3,0.1138815323624647,0.6934749620637329,0.6895014825796887,0.38120285410093424,0.7468495181616012,0.6900772955857701,263,92,110,194,0.6381578947368421,0.7408450704225352,0.12790069802914086,0.676829268292683,0.6959203036053131,0.38071534570343685,0.7386148007590133,0.6741029582692812,63,39,14,48,0.7741935483870968,0.6176470588235294
4,0.10729986589514848,0.701062215477997,0.700856710747155,0.40160233125090544,0.7776425238385067,0.7007866212164164,221,97,100,241,0.7067448680351907,0.6949685534591195,0.1212791793684407,0.6951219512195121,0.7359266287160025,0.46904326162697657,0.8023402909550917,0.6950766027071248,58,44,6,56,0.9032258064516129,0.5686274509803921
5,0.11175648516156908,0.6676783004552352,0.6658681805594018,0.33279792018764076,0.7517492845933722,0.6660511610148901,197,117,102,243,0.7043478260869566,0.6273885350318471,0.10925591596197791,0.7195121951219512,0.7555344718532574,0.5030201108634996,0.8342820999367488,0.7191362620997765,62,40,6,56,0.9032258064516129,0.6078431372549019
6,0.10624826735619343,0.708649468892261,0.7085175564643897,0.4173235149998246,0.7848365940827531,0.7084984425972686,241,91,101,226,0.691131498470948,0.7259036144578314,0.10474240543638788,0.7439024390243902,0.743516761543327,0.47587690019639906,0.8172043010752688,0.7350361594091399,76,26,16,46,0.7419354838709677,0.7450980392156863
7,0.10001958500819676,0.7359635811836115,0.7345701248799232,0.4698873580138161,0.8189148747506096,0.7348346098346099,221,91,83,264,0.760806916426513,0.7083333333333334,0.12275991684234724,0.6524390243902439,0.7016129032258065,0.41059620699197674,0.8260594560404807,0.6521156637266943,51,51,6,56,0.9032258064516129,0.5
8,0.0877568701987691,0.787556904400607,0.7866565125080772,0.5739013728647632,0.8673313025016155,0.7868850944302768,241,73,67,278,0.8057971014492754,0.767515923566879,0.1102733181380644,0.676829268292683,0.689595192915876,0.36776609849417535,0.7786211258697028,0.672432636140946,65,37,16,46,0.7419354838709677,0.6372549019607843
9,0.08930808477611704,0.795144157814871,0.7953601874746282,0.5902794148762764,0.8667518544488321,0.7949912088064025,271,72,63,253,0.8006329113924051,0.7900874635568513,0.10270778516807207,0.7134146341463414,0.7348197343453511,0.4563053174895914,0.8217900063251107,0.7109969629935136,66,36,11,51,0.8225806451612904,0.6470588235294118
10,0.08575705651363189,0.787556904400607,0.7875748365110067,0.5752980604530227,0.8806806668508795,0.7875329317047108,256,74,66,263,0.7993920972644377,0.7757575757575758,0.1277120803999601,0.7195121951219512,0.7112586970271979,0.41586316096140813,0.7770398481973435,0.7069153069153069,76,26,20,42,0.6774193548387096,0.7450980392156863
