epoch,tr_loss,tr_acc,tr_bal_acc,tr_mcc,tr_auc,tr_f1_macro,tr_TN,tr_FP,tr_FN,tr_TP,tr_sensitivity,tr_specificity,va_loss,va_acc,va_bal_acc,va_mcc,va_auc,va_f1_macro,va_TN,va_FP,va_FN,va_TP,va_sensitivity,va_specificity
1,0.2038031005977907,0.5220030349013657,0.5196922081523246,0.03944315630148698,0.5310056382290416,0.5196626288570338,195,154,161,149,0.4806451612903226,0.5587392550143266,0.1660257590162318,0.43902439024390244,0.5268817204301075,0.07375871597501997,0.6304554079696394,0.4071978626434072,17,85,7,55,0.8870967741935484,0.16666666666666666
2,0.18384651728538853,0.5508345978755691,0.5502307124400148,0.10041510153875538,0.5869739756367662,0.5501872451897356,194,150,146,169,0.5365079365079365,0.563953488372093,0.1492418569353659,0.6707317073170732,0.564516129032258,0.2904604029081559,0.7239089184060722,0.5096345514950166,102,0,54,8,0.12903225806451613,1.0
3,0.16963637955134,0.5386949924127465,0.5387169568020632,0.07746602831357542,0.5931841208436953,0.5386089359742054,182,147,157,173,0.5242424242424243,0.5531914893617021,0.11617105173673935,0.6646341463414634,0.6038899430740038,0.24104421449796606,0.7248576850094877,0.6021348859776807,87,15,40,22,0.3548387096774194,0.8529411764705882
4,0.15356367187870837,0.5948406676783005,0.5951548958141251,0.1902308812968461,0.6241241010510787,0.5948070789531255,199,141,126,193,0.6050156739811913,0.5852941176470589,0.1357926914877281,0.6707317073170732,0.6024667931688804,0.25075356498688345,0.6963946869070209,0.5973813420621932,90,12,42,20,0.3225806451612903,0.8823529411764706
5,0.1514363505440115,0.6206373292867982,0.6201901813356923,0.24063548354192238,0.6543150154798762,0.6201746620188495,216,120,130,193,0.5975232198142415,0.6428571428571429,0.10183026754047449,0.7378048780487805,0.6690385831752055,0.42968073973462706,0.8203668564199874,0.6730189641582047,97,5,38,24,0.3870967741935484,0.9509803921568627
6,0.13603845528171707,0.6555386949924128,0.6552902595847381,0.3109531138928647,0.7009156395659464,0.655221132061556,226,107,120,206,0.6319018404907976,0.6786786786786787,0.09483397232436734,0.774390243902439,0.7300759013282732,0.5073061712229205,0.8301707779886147,0.7408498825539185,93,9,28,34,0.5483870967741935,0.9117647058823529
7,0.12278222080574117,0.6858877086494689,0.6852113325950535,0.37047395250986687,0.7523486526393504,0.6852353933375022,241,103,104,211,0.6698412698412698,0.7005813953488372,0.12869447065381015,0.676829268292683,0.689595192915876,0.36776609849417535,0.7703984819734345,0.672432636140946,65,37,16,46,0.7419354838709677,0.6372549019607843
8,0.12597737831564507,0.6965098634294385,0.6933057069751919,0.3877453800563683,0.7659036971112841,0.6937106099760174,261,95,105,198,0.6534653465346535,0.7331460674157303,0.11052093339129919,0.7073170731707317,0.6919671094244149,0.3816478013506364,0.7811511701454775,0.6907119283356907,77,25,23,39,0.6290322580645161,0.7549019607843137
9,0.12714479540150161,0.6949924127465857,0.694440346671584,0.3891139589778696,0.7639314032823161,0.6945168990209984,216,103,98,242,0.711764705882353,0.677115987460815,0.13196710643653825,0.6402439024390244,0.5621442125237192,0.16251163128235152,0.7265970904490828,0.5451083634996003,90,12,47,15,0.24193548387096775,0.8823529411764706
10,0.11553401882181678,0.7177541729893778,0.7174095375029954,0.4349874929691491,0.8020793010009402,0.7174672690392772,247,91,95,226,0.7040498442367601,0.7307692307692307,0.11362817976055894,0.7012195121951219,0.7186907020872866,0.4244565469283755,0.8213156230234029,0.6979742173112339,66,36,13,49,0.7903225806451613,0.6470588235294118
11,0.11018720263594084,0.7192716236722306,0.7136419443049278,0.43049106458081887,0.8036674293580371,0.7146351454151794,195,102,83,279,0.7707182320441989,0.6565656565656566,0.10847855340291905,0.7804878048780488,0.7318153067678684,0.523512670242653,0.8130929791271347,0.7438833940655909,95,7,29,33,0.532258064516129,0.9313725490196079
12,0.09085858833312875,0.7890743550834598,0.7890506982056666,0.578117372020926,0.863914373088685,0.7890568688182938,263,69,70,257,0.7859327217125383,0.7921686746987951,0.11996021612956212,0.6951219512195121,0.7074636306135358,0.4023963638622855,0.799652118912081,0.6905193236714976,67,35,15,47,0.7580645161290323,0.6568627450980392
13,0.09171775233998866,0.779969650986343,0.7801870278238437,0.5603740556476875,0.8641284319145016,0.779969650986343,257,67,78,257,0.7671641791044777,0.7932098765432098,0.11028612817910205,0.6951219512195121,0.6758380771663504,0.35167615433270083,0.7868437697659709,0.6758380771663504,77,25,25,37,0.5967741935483871,0.7549019607843137
14,0.07791699078374995,0.834597875569044,0.8330550763351698,0.6666483186171683,0.902874394791029,0.83330664605945,246,56,53,304,0.8515406162464986,0.8145695364238411,0.11876791464619157,0.6951219512195121,0.6948134092346616,0.37967120292246354,0.7980708412397216,0.685968137254902,71,31,19,43,0.6935483870967742,0.696078431372549
15,0.0766685859973994,0.8330804248861912,0.8317316620241411,0.6634633240482822,0.9069405756731662,0.8317316620241411,304,55,55,245,0.8166666666666667,0.8467966573816156,0.12102944393239053,0.7012195121951219,0.6775774826059456,0.3588336526764522,0.790796963946869,0.6791631732343195,79,23,26,36,0.5806451612903226,0.7745098039215687
16,0.07060115167370179,0.8330804248861912,0.8330293483667717,0.6661139231916403,0.9198216621529506,0.8330492860432981,279,54,56,270,0.8282208588957055,0.8378378378378378,0.11512117255507491,0.7195121951219512,0.6922833649588869,0.3932436773912649,0.8127767235926628,0.6955609362389024,82,20,26,36,0.5806451612903226,0.803921568627451
17,0.0793837399352483,0.8148710166919575,0.8148533637904355,0.6297357301521522,0.9000948714169921,0.8148603588666593,271,60,62,266,0.8109756097560976,0.8187311178247734,0.11042631121434658,0.7378048780487805,0.7133143580012651,0.4344268888095503,0.818943706514864,0.7164569176953077,83,19,24,38,0.6129032258064516,0.8137254901960784
18,0.06856419360388606,0.8543247344461306,0.854339375852032,0.7086591692629737,0.9256797833535978,0.8543217154225923,283,49,47,280,0.8562691131498471,0.8524096385542169,0.10704521633820926,0.7134146341463414,0.7063567362428842,0.4053761826459172,0.8208412397216952,0.7013213469213779,75,27,20,42,0.6774193548387096,0.7352941176470589
19,0.0679490015286402,0.866464339908953,0.8661186575004147,0.7328589087587768,0.9271384337504838,0.8663014810306351,274,48,40,297,0.8813056379821959,0.8509316770186336,0.12265125169133392,0.7560975609756098,0.7248576850094877,0.4686223291948223,0.8099304237824162,0.7311034595835383,87,15,25,37,0.5967741935483871,0.8529411764705882
20,0.06652936167136597,0.8528072837632777,0.8527088663922572,0.7043672023686335,0.930299069232766,0.8520865872988326,258,45,52,304,0.8539325842696629,0.8514851485148515,0.11433878740318483,0.7134146341463414,0.7126818469323213,0.41502496646622217,0.812460468058191,0.7041642678948379,73,29,18,44,0.7096774193548387,0.7156862745098039
21,0.06818337679380254,0.8512898330804249,0.8516754361672667,0.7026701316141877,0.9283485645712176,0.8511386686335976,291,54,44,270,0.8598726114649682,0.8434782608695652,0.11368310275606856,0.7317073170731707,0.7084123972169514,0.42274895806285345,0.8115117014547755,0.7108974358974358,82,20,24,38,0.6129032258064516,0.803921568627451
22,0.05906165144042461,0.8877086494688923,0.8865930307791847,0.7745331265561537,0.9481883723079767,0.8871345516487993,316,33,41,269,0.867741935483871,0.9054441260744985,0.11291766518772375,0.7073170731707317,0.698292220113852,0.3903386256329385,0.8083491461100569,0.6941724941724942,75,27,21,41,0.6612903225806451,0.7352941176470589
23,0.05439128527059714,0.8861911987860395,0.8864679533263287,0.772679571500797,0.9546581503806522,0.8861744243085831,296,42,33,288,0.897196261682243,0.8757396449704142,0.11713372493835689,0.7195121951219512,0.6986084756483238,0.39988158937613494,0.8096141682479443,0.6998249243991723,80,22,24,38,0.6129032258064516,0.7843137254901961
24,0.056569877011563886,0.866464339908953,0.8659950087808486,0.731990017561697,0.9489000831869858,0.8659950087808486,266,44,44,305,0.8739255014326648,0.8580645161290322,0.11463070316942943,0.7195121951219512,0.6986084756483238,0.39988158937613494,0.8153067678684377,0.6998249243991723,80,22,24,38,0.6129032258064516,0.7843137254901961
25,0.060331078487709446,0.8831562974203339,0.8831137724550898,0.7662628411096092,0.9430262551819437,0.8831293861315903,286,39,38,296,0.8862275449101796,0.88,0.1154089523085376,0.6890243902439024,0.6740986717267552,0.34518117947576193,0.8172043010752689,0.6723469267834059,75,27,24,38,0.6129032258064516,0.7352941176470589
26,0.055792620140092564,0.881638846737481,0.8816090048266461,0.7632672252573318,0.9531290298809919,0.881625490521196,294,38,40,287,0.8776758409785933,0.8855421686746988,0.11558832260268945,0.7073170731707317,0.6919671094244149,0.3816478013506364,0.817046173308033,0.6907119283356907,77,25,23,39,0.6290322580645161,0.7549019607843137
27,0.050335373999339274,0.8952959028831563,0.8940246516613075,0.7899786501533276,0.9612346158110656,0.8947374512994904,319,29,40,271,0.8713826366559485,0.9166666666666666,0.12169208583740018,0.6951219512195121,0.7011385199240987,0.39059317407596456,0.8118279569892473,0.6884498480243162,69,33,17,45,0.7258064516129032,0.6764705882352942
28,0.0503083583983508,0.8968133535660091,0.8969020837174996,0.7935554429521787,0.961114696662364,0.8967446404542019,304,36,32,287,0.8996865203761756,0.8941176470588236,0.11756495608935394,0.6951219512195121,0.685325743200506,0.3648140903044688,0.8121442125237193,0.6814296814296814,74,28,22,40,0.6451612903225806,0.7254901960784313
29,0.052587660281631435,0.8892261001517451,0.8892205638474295,0.7784052705296499,0.9573521282476507,0.8892005868520272,288,36,37,298,0.8895522388059701,0.8888888888888888,0.11688977351522914,0.7012195121951219,0.6902277039848197,0.37529815024991153,0.8130929791271349,0.6869619414903978,75,27,22,40,0.6451612903225806,0.7352941176470589
30,0.05213013160550459,0.8892261001517451,0.8893925991449212,0.7786345482839275,0.9581029780333187,0.8892169167175212,296,40,33,290,0.8978328173374613,0.8809523809523809,0.11539395117568613,0.7195121951219512,0.7049335863377608,0.4074263184105641,0.8184693232131564,0.7035989313217036,78,24,22,40,0.6451612903225806,0.7647058823529411
31,0.05996479468903448,0.8907435508345979,0.8908063446446336,0.7816342888551119,0.947141778121661,0.8907432992539375,293,39,33,294,0.8990825688073395,0.8825301204819277,0.11968927462755634,0.7012195121951219,0.6933902593295382,0.3799042692536067,0.8115117014547755,0.6886116170031387,74,28,21,41,0.6612903225806451,0.7254901960784313
