epoch,tr_loss,tr_accuracy,tr_balanced_accuracy,tr_mcc,tr_auc,tr_f1_macro,tr_f1,tr_precision,tr_recall,tr_sensitivity,tr_specificity,tr_pr_auc,tr_TN,tr_FP,tr_FN,tr_TP,tr_elapsed_time,tr_peak_memory_gb,va_loss,va_accuracy,va_balanced_accuracy,va_mcc,va_auc,va_f1_macro,va_f1,va_precision,va_recall,va_sensitivity,va_specificity,va_pr_auc,va_TN,va_FP,va_FN,va_TP,va_elapsed_time,va_peak_memory_gb
1,2.557659472,0.678300455,0.678281293,0.356680875,0.727590495,0.678240442,0.682634731,0.674556213,0.690909091,0.690909091,0.665653495,0.722124908,219,110,102,228,54.72582316,0.581681252,2.721120165,0.634146341,0.625573102,0.13949409,0.662506368,0.486215539,0.210526316,0.126984127,0.615384615,0.615384615,0.635761589,0.183360071,96,55,5,8,9.334764481,0.736046791
2,1.916764645,0.764795144,0.764701006,0.52960694,0.839182418,0.764717128,0.76900149,0.761061947,0.777108434,0.777108434,0.752293578,0.839964788,246,81,74,258,54.41441059,0.581681252,1.425819744,0.884146341,0.585583291,0.177568821,0.713703515,0.588646865,0.24,0.25,0.230769231,0.230769231,0.940397351,0.225064839,142,9,10,3,9.222391844,0.737145424
3,1.462451636,0.770864947,0.770880538,0.541865896,0.86259556,0.770845951,0.768759571,0.777089783,0.760606061,0.760606061,0.781155015,0.86255296,257,72,79,251,55.41118097,0.581681252,1.653674887,0.792682927,0.606214977,0.146578151,0.746051961,0.553777209,0.227272727,0.161290323,0.384615385,0.384615385,0.82781457,0.191593667,125,26,8,5,9.477327108,0.737145424
4,1.815566003,0.775417299,0.775537882,0.550689765,0.855528287,0.775230457,0.76875,0.759259259,0.778481013,0.778481013,0.772594752,0.851213587,265,78,70,246,54.21959591,0.581681252,2.853886001,0.652439024,0.740957718,0.265488663,0.735608762,0.524782675,0.278481013,0.166666667,0.846153846,0.846153846,0.635761589,0.22553853,96,55,2,11,9.193220139,0.737145424
5,1.41720281,0.808801214,0.808831672,0.617270412,0.884579181,0.80856803,0.801886792,0.794392523,0.80952381,0.80952381,0.808139535,0.883439909,278,66,60,255,54.38694072,0.581681252,0.95713619,0.902439024,0.595517066,0.226612579,0.783494651,0.610219846,0.272727273,0.333333333,0.230769231,0.230769231,0.960264901,0.292716605,145,6,10,3,9.264779329,0.737145424
6,0.923122486,0.854324734,0.853427732,0.707659902,0.920786226,0.853758669,0.844660194,0.852941176,0.836538462,0.836538462,0.870317003,0.905116206,302,45,51,261,55.7551899,0.581681252,1.919843551,0.762195122,0.624808966,0.159830206,0.713194091,0.547249947,0.235294118,0.157894737,0.461538462,0.461538462,0.78807947,0.232946054,119,32,7,6,9.274391651,0.737145424
7,0.944700986,0.842185129,0.841895977,0.684189288,0.922341818,0.84202471,0.836990596,0.844936709,0.829192547,0.829192547,0.854599407,0.914410605,288,49,55,267,54.84996939,0.581681252,3.025724803,0.762195122,0.624808966,0.159830206,0.692562404,0.547249947,0.235294118,0.157894737,0.461538462,0.461538462,0.78807947,0.161189999,119,32,7,6,9.22674942,0.737145424
8,0.852484019,0.863429439,0.863279595,0.726860576,0.939138646,0.863358645,0.866468843,0.858823529,0.874251497,0.874251497,0.852307692,0.938264015,277,48,42,292,54.95417213,0.581681252,1.18150043,0.902439024,0.525216505,0.079248578,0.713958227,0.529749104,0.111111111,0.2,0.076923077,0.076923077,0.973509934,0.176244779,147,4,12,1,9.386385679,0.737145424
9,0.871709752,0.871016692,0.870993295,0.742048105,0.936615762,0.871005999,0.869831547,0.873846154,0.865853659,0.865853659,0.876132931,0.932395009,290,41,44,284,54.35256267,0.581681252,1.057747568,0.908536585,0.633978604,0.302527762,0.752419766,0.64932288,0.347826087,0.4,0.307692308,0.307692308,0.960264901,0.243162165,145,6,9,4,9.207135201,0.737145424
10,0.551797789,0.922610015,0.923082249,0.845392268,0.970363703,0.922523669,0.919937206,0.907120743,0.933121019,0.933121019,0.913043478,0.970577965,315,30,21,293,55.75017691,0.581681252,1.411769709,0.890243902,0.624044829,0.248089659,0.755476312,0.624044829,0.307692308,0.307692308,0.307692308,0.307692308,0.940397351,0.263975732,142,9,9,4,9.239210606,0.737145424
